id,name,type,sku,description,weight,width,depth,height,price,cost_price,retail_price,sale_price,map_price,tax_class_id,product_tax_code,calculated_price,brand_id,option_set_id,option_set_display,inventory_level,inventory_warning_level,inventory_tracking,reviews_rating_sum,reviews_count,total_sold,fixed_cost_shipping_price,is_free_shipping,is_visible,is_featured,warranty,bin_picking_number,upc,mpn,gtin,search_keywords,availability,availability_description,sort_order,condition,is_condition_shown,order_quantity_minimum,order_quantity_maximum,page_title,base_variant_id
1979,"Nebulite Garden Post Top Area Light, 20W or 35W",physical,NL-TP260,"<div class=""short-description""><p>Nebulite garden post top area light, 20 or 35 watts, 2,400-4,200 lumens, available in 3000K, 4000K or 5000K color temperature (CCT), i<span>t features a die-cast aluminum shell and a 120-degree beam angle, 7 years warranty.</span></p></div><div class=""ProductDescription""><p>This LED Outdoor Post Light is a perfect choice for lighting gardens, back and front yards, roadways, pedestrian plazas and squares, hotel hallways, and other general outdoor lighting applications. It is a complete replacement of traditional metal halide, high-pressure sodium, CFL post light. It contains no lead or mercury and is suitable for wet locations (IP65). With an L70 Lifespan of 100,000 hours and a working temperature of -40&deg;F~122&deg;F, this LED Post Light features improved energy efficiency and reduced maintenance cost. Another feature of this post light is that it is a DLC Listed post top that is lighter in weight and comes with IES Type III and V distribution. It has a sleek and gooseneck modern design and has no UV and IR radiation with &ldquo;instant-on &ndash; no flickering&rdquo;.</p></div><div class=""resources_and_downloads""><div class=""block_ResDown""> 			<h2 class=""res_down_title"">RESOURCES AND DOWNLOADS</h2> 			<p class=""resourses""><a href=""/content/resources/specs/Nebulite-PTS-Post-Top-Area-Light.pdf"" target=""_blank"">Nebulite Garden Post Top Area Light Spec Sheet</a></p></div></div>",29,0,0,0,154.3,108,180,0,0,0,,154.3,123,320,right,0,0,none,0,0,0,0,,1,,,,,TP260,,,available,,0,New,,0,0,"Nebulite Garden Post Top Area Light, 20W or 35W",
1981,"8Ft. Slim Strip LED Fixture 90 Watt",physical,ILP-SS8-12L-U,"<div class=""short-description""> <p>Slim strip fixture, 8' long, 90 watts, 11,700 lumens, available in 3500K, 4000K or 5000K color temperature (CCT), UL listed for damp location, 100,000 working hours, 5 years warranty.</p> </div> <div class=""ProductDescription""> <h2><strong>DESIGNED FEATURES</strong></h2> <ul> <li>Ultra-slim architectural design LED Strip fixture</li> <li>Steel housing with white powder coat finish</li> <li>Round frosted acrylic lens</li> <li>Junction box cover included</li> <li>3500K, 4000K, and 5000K color options available</li> <li>0-10V Dimmable Driver (100% - 10%)</li> <li>120V-277V Universal Voltage</li> <li>5 Year Warranty</li> <li>UL Damp Location Rated</li> <li>DesignLights Consortium&reg; Premium Qualified Luminaire</li> </ul> <h2><strong>APPLICATIONS</strong></h2> <ul> <li>Retail Applications</li> <li>Warehouses</li> <li>Schools</li> <li>Hallways</li> <li>Distribution Centers</li> <li>Manufacturing Facilities</li> </ul> </div> <div class=""resources_and_downloads""> <div class=""block_ResDown""> <h2 class=""res_down_title"">RESOURCES AND DOWNLOADS</h2> <p class=""resourses""><a href=""../../../../content/resources/specs/SS890W.pdf"" target=""_blank"" rel=""noopener"">8ft. Slim Strip LED Fixture 90 Watt Spec Sheet</a></p> </div> </div>",35,0,0,0,131.43,92,153.35,0,0,0,,131.43,95,5847,right,0,0,none,0,0,2,0,,1,,,,,SS8-90W-U-50K-FRL,,,available,,0,New,,0,0,"8Ft. Slim Strip LED Fixture 90 Watt",
2015,"2x4 LED Center Basket Troffer Luminaire",physical,TL-TECBTA-24,"<div class=""short-description"">
<p>2x4 LED center basket troffer luminaire, 30 or 40 watts, available in 4000K or 5000K color temperature (CCT), AC100-277V, 5 years limited warranty.</p>
</div>
<div class=""ProductDescription"">
<p>High performance lumens per watt offer deepest energy savings. Durable white aluminum body &amp; frosted PC lens. 100% Mercury &amp; Lead Free.</p>
<h3>APPLICATIONS</h3>
<p>Ideal for lighting offices, schools, hospitality, healthcare &amp; other industrial applications. Easy to install, Snap-on lens, and improved aesthetics.</p>
<h3>DESIGN FEATURES</h3>
<h3>Controls / Dimming</h3>
<p>High quality isolated driver; 0-10V dimming; Flicker free. Optional sensor and Emergency Battery Backup available.</p>
<h3>Certification</h3>
<p>It complies with ETL certification, DLC Applied for. IP20 Rated.</p>
<h3>Warranty</h3>
<p>5 Years Limited Warranty.</p>
<h3>Installation / Mounting</h3>
<p>Luminaire installs in Lay-in T-Bar Grid or Drop-In Ceiling Mount, Cable Install or Surface Mount install. Beam angle is 150&ordm;. Instant start w/NO humming.</p>
</div>
<div class=""resources_and_downloads"">
<div class=""block_ResDown"">
<h2 class=""res_down_title"">RESOURCES AND DOWNLOADS</h2>
<p class=""resourses""><a href=""../../../../content/resources/specs/TECBTA_Led_Troffer.pdf"" target=""_blank"" rel=""noopener"">LED Center Basket Troffer Luminaire Spec Sheet</a></p>
</div>
</div>",16,0,0,0,95.92,67.14,111.9,0,0,0,,95.92,135,325,right,0,0,none,0,0,10,0,,1,,,,,TECBTA-24,,,available,,0,New,,0,0,"2x4 LED Center Basket Troffer Luminaire",
2019,"2x2 LED Center Basket Troffer Luminaire",physical,TL-TECBTA-22,"<div class=""short-description"">
<p>2x2 LED center basket troffer luminaire, 20 or 40 watts, available in 5000K color temperature (CCT), AC100-277V, 5 years limited warranty.</p>
</div>
<div class=""ProductDescription"">
<p>High performance lumens per watt offer deepest energy savings. Durable white aluminum body &amp; frosted PC lens. 100% Mercury &amp; Lead Free.</p>
<h3>APPLICATIONS</h3>
<p>Ideal for lighting offices, schools, hospitality, healthcare &amp; other industrial applications. Easy to install, Snap-on lens, and improved aesthetics.</p>
<h3>DESIGN FEATURES</h3>
<h3>Controls / Dimming</h3>
<p>High quality isolated driver; 0-10V dimming; Flicker free. Optional sensor and Emergency Battery Backup available.</p>
<h3>Certification</h3>
<p>It complies with ETL certification, DLC Applied for. IP20 Rated.</p>
<h3>Warranty</h3>
<p>5 Years Limited Warranty.</p>
<h3>Installation / Mounting</h3>
<p>Luminaire installs in Lay-in T-Bar Grid or Drop-In Ceiling Mount, Cable Install or Surface Mount install. Beam angle is 150&ordm;. Instant start w/NO humming.</p>
</div>
<div class=""resources_and_downloads"">
<div class=""block_ResDown"">
<h2 class=""res_down_title"">RESOURCES AND DOWNLOADS</h2>
<p class=""resourses""><a href=""../../../../content/resources/specs/TECBTA_Led_Troffer.pdf"" target=""_blank"" rel=""noopener"">LED Center Basket Troffer Luminaire Spec Sheet</a></p>
</div>
</div>",8,0,0,0,65.3,45.71,76.2,0,0,0,,65.3,135,326,right,0,0,none,0,0,32,0,,1,,,,,TECBTA-22,,,available,,0,New,,0,0,"2x2 LED Center Basket Troffer Luminaire",
2057,"NBQL Series LED Area Light 75W - 300W",physical,NL-NBQL,"<div class=""short-description""><p>NBQL series LED area light 75 - 300 watts, 11,250-45,000 lumens, available in 3000K, 4000K, or 5000K color temperature (CCT), 100,000 hours rated life, 7 years limited warranty.</p></div><div class=""ProductDescription""><p>The NBQL series Area Light is an aesthetically pleasing outdoor luminaire designed to handle any environment and offer energy savings through its optional NEMA twist-lock photocell and professional-grade LEDs. The NBQL is available in 75W, 100W, 150W, 200W, 300W with color temperatures of 3000K, 4000K, and 5000K. It features Type II, Type III, Type IV, and Type V distributions. Mounting Options for this fixture are Slip Fitter, Square Pole, Round Pole, and Wall Mounts.</p> <p><strong>CONSTRUCTION</strong></p> <p>The NBQL Series LED Area Light has a Die-Cast Aluminium housing with anti-static powder coat paint. It is designed specifically for outdoor use with an IP66 rating. This allows it to endure severe weather conditions for many years to come.</p> <p><strong>APPLICATIONS</strong></p> <p>Parking lots, plaza lighting, shopping mall, garden, roadways, site and area lighting, and other general lighting applications.</p> <p><strong>INSTALLATION &amp; MOUNTING</strong></p> <ul> <li>Square Pole Arm Mount</li> <li>Round Pole Arm Mount</li> <li>Slip-Fitter Mount</li> <li>Wall Mount/Trunnion Mount</li> </ul> <p><strong>CONTROLS &amp; DIMMING</strong></p> <ul> <li>0-10 Volt Dimming</li> <li>12 Volt AUX</li> <li>Bluetooth Mesh Control</li> <li>Twist-lock Dusk to Dawn PC</li> <li>Bi-level Occupancy Sensor</li> </ul></div><div class=""resources_and_downloads""><div class=""block_ResDown""> 			<h2 class=""res_down_title"">RESOURCES AND DOWNLOADS</h2> 			<p class=""resourses""><a href=""/content/resources/specs/NBQL.pdf"" target=""_blank"">NBQL Series LED Area Light Spec Sheet</a></p></div></div>",2,0,0,0,194.3,136,226.7,0,0,0,,194.3,123,336,right,0,0,none,0,0,6,0,,1,,,,,NBQL,,,available,,0,New,,0,0,"NBQL Series LED Area Light 75W - 300W",
2113,"High Bay Y Cable Hanging Kit",physical,PS-HB-18Y-PAD,"<div class=""short-description"">Y cable high bay suspension kit with one kwik-loc loop, main cable length of 60, 120, 180 or 240 inches.  Paddles at end of Y are inserted into holes on the back of the high bay fixture for even suspension.</div><div class=""ProductDescription"">Cable mounting kit for linear fluorescent or LED high bay fixtures.  Height above floor is controlled by adjusting the cable at the structure end of the set.  One Kwik-Loc cable holder allows for a loop to be formed over the structure and the paddles on the end of the Y are used to hold the fixture.  This cable kit is available in 60"", 120"", 180"" and 240"" in length.  Y cable legs are 18"" in length.</div><div class=""resources_and_downloads""><div class=""block_ResDown""> 			<h2 class=""res_down_title"">RESOURCES AND DOWNLOADS</h2> 			<p class=""resourses""><a href=""/content/resources/specs/Detail-HB-XXX-18Y-PAD09.pdf"" target=""_blank"">High Bay Y Cable Hanging Kit spec sheet</a></p></div></div>",2,0,0,0,9.15,5.44,9.06,0,0,0,,9.15,114,349,right,10,0,none,0,0,92,0,,1,,<p><strong>Resources<br></strong>No</p>,,,HB-18Y-PAD,,,available,,0,New,,0,0,"T5HO and LED High Bay Y Cable Hanging Kit",
2121,"Decorative Wet Location Die Cast LED Emergency Light",physical,BL-DBEL,"<div class=""short-description"">Decorative wet-location rated die cast aluminum emergency light unit, available in black, bronze or white, with self-diagnostic test circuitry and optional cold-weather rating.</div><div class=""ProductDescription""><h2><strong>DESIGN FEATURES</strong></h2> <hr /> <p><strong>ILLUMINATION</strong></p> <ul> <li>Long lasting, efficient ultra-bright white LED.</li> <li>Mirror-bright reflector and prismatic polycarbonate refractor.</li> </ul> <p><strong>ELECTRICAL</strong></p> <ul> <li>Dual 120V/277V operation</li> <li>Charge rate/power &ldquo;ON&rdquo; LED indicator light and push to test switch for mandated code compliance testing.</li> <li>Long-life, maintenance-free, rechargeable NiCad battery.</li> <li>Internal solid-state transfer switch automatically connects the internal battery to LED board for minimum 90-minute emergency illumination.</li> <li>Fully automatic solid-state, two-rate charger initiates battery charging to recharge a discharged battery in 24 hours.</li> </ul> <p><strong>MOUNTING</strong></p> <ul> <li>Surface mount via Easy Connect back plate that fits most standard size junction boxes</li> <li>Conduit mount via rigid conduit entry provision on top of the unit.</li> </ul> <p><strong>CONSTRUCTION</strong></p> <ul> <li>Decorative, low-profile, architectural design.</li> <li>Die-cast aluminum housing.</li> <li>Durable powder coat finishes in white, black and dark bronze.</li> <li>Sealed and gasketed.</li> </ul> <p><strong>WARRANTY AND LISTING</strong></p> <ul> <li>Five year warranty on all electronics and housing. Batteries pro-rated for five years.</li> <li>UL listed standard for wet locations (0&deg;- 50&deg;C/32&deg;F-122&deg; F). CW option UL listed for wet locations (-20&deg;- 50&deg;C/-4&deg;- 122&deg;F).</li> <li>Meets UL924 NFPA101 Life Safety Code, NEC, OSHA , Local and State Codes.</li> </ul></div><div class=""resources_and_downloads""><div class=""block_ResDown""> 			<h2 class=""res_down_title"">RESOURCES AND DOWNLOADS</h2> 			<p class=""resourses""><a href=""/content/resources/specs/DBEL_spec.pdf"" target=""_blank"">EE-DBEL spec sheet</a> </p></div></div>",10,0,0,0,127.95,69,125.45,0,0,0,,127.95,156,354,right,10,0,none,0,0,0,0,,,,"<p><strong>Housing<br></strong>Die cast aluminum</p>",,,DBEL,,,available,,0,New,,0,0,,
2122,"Heavy Duty Emergency Light, 50W or 100W",physical,BL-DXR,"<div class=""short-description""><p>DXR series remote capable heavy duty emergency light fixture, 50W and 100W configurations, 6V or 12V output, remote capacity allows this unit to power multiple remote heads, incandescent lamps, 120/277V.</p></div><div class=""ProductDescription""><p>The DXR series remote-capable incandescent emergency light is a robust emergency unit perfect for large industrial and warehouse applications. This heavy duty emergency light is available in 50W or 100W configurations with either 6V or 12V output. &nbsp;The dual heads can be aimed to maximize the light available in emergency situations. &nbsp;All models are rated to provide emergency lighting for a minimum of 90 minutes.</p> <h2><strong>DESIGN FEATURES</strong></h2> <hr /> <p><strong>ILLUMINATION</strong></p> <ul class=""disc""> <li>Adjustable, glare-free PAR-type lamp heads</li> <li>6V models come with 7.2W lamps</li> <li>12V 50W models come with 9W lamps</li> <li>12V 100W models come with 12W lamps</li> </ul> <p><strong>ELECTRICAL</strong></p> <ul class=""disc""> <li>Dual 120/277 voltage operation</li> <li>Charge rate and power ""ON"" LED indicator light and push-to-test switch for mandated code compliance testing</li> <li>Low Voltage Disconnect prevents battery from deep discharge</li> <li>6V maintenance-free, rechargeable sealed lead acid batteries</li> <li>Internal solid-state transfer switch automaticall y connects the internal battery to the lamp heads for a minimum of 90 minutes of emergency illumination</li> <li>Fully automatic solid-state, two-rate charger initiates battery charging to recharge a discharged battery in 24 hours</li> </ul> <p><strong>MOUNTING</strong></p> <div> <ul class=""disc""> <li>Knockouts on the back for wall mounting</li> <li>Side and top knockouts for conduit feed applications</li> </ul> <p><strong>HOUSING<br /></strong>Injection-molded, engineering-grade, 5VA flame retardant, high-impact thermoplastic construction</p> <p><strong>OPTIONS</strong></p> <ul class=""disc""> <li>HTR: Optional internal heater for cold temperature applications</li> <li>USA: Substantial transformation assembly in the U.S. complies with ""AssembLED in the USA"" under the Buy American Act</li> <li>**Call us or request a quote for option pricing</li> </ul> <p><strong>WARRANTY &amp; LISTINGS</strong></p> <ul class=""disc""> <li>Five (5) year warranty on all electronics and housing. &nbsp;Battery i spro-rated for two years.</li> <li>Meets UL924, NFPA 101 Life Safety Code, NEC, OSHA, Local and State Codes</li> <li>UL listed for dry locations (25 degrees C)</li> </ul> </div></div><div class=""resources_and_downloads""><div class=""block_ResDown""> 			<h2 class=""res_down_title"">RESOURCES AND DOWNLOADS</h2> 			<p class=""resourses""><a href=""/content/resources/specs/DXR_spec.pdf"" target=""_blank"">Heavy Duty Emergency Light Spec Sheet</a> </p></div></div>",14,0,0,0,98.6,69,115,0,0,0,,98.6,156,356,right,10,0,none,0,0,61,0,,1,,"<p><strong>Housing<br></strong>Injection-molded, engineering-grade, 5VA flame retardant, high-impact thermoplastic construction</p>",,,DXR,,,available,,0,New,,0,0,"Heavy Duty Emergency Light, 50W or 100W",
2124,"High Output LED Emergency Light, Remote Capable",physical,BL-LEDR5HO,"<div class=""short-description"">Dual head high output LED emergency light, capable of powering additional emergency light heads, available in white or black with optional self diagnostic circuitry, 120/277V operation.</div><div class=""ProductDescription""><p>This is the high output version of the LED emergency light capable of powering additional remote emergency light heads. This fixture features two independantly adjustable high output LED heads with a polycarbonate lens and chrome-plated metalized reflector to direct the emergency light exactly where it is needed. &nbsp;The remote capability allows this emergency light to power up to 3 watts of remote emergency lighting heads. &nbsp;</p> <p>Includes all of the same features of the LEDR-1 including internal charger, NiCad batteries, solid-state transfer switch, and charge rate/power ""ON"" LED. &nbsp;This unit can be surface mounted on a wall covering a standard junction box and also has a knock-out on the top of the body for making electrical connections. &nbsp;The LED emergency light has a 5 year warranty on all of the electronics and is UL listed for damp locations.</p> <h2><strong>DESIGN FEATURES</strong></h2> <hr /> <p><strong>ILLUMINATION</strong></p> <ul> <li>Long lasting, efficient ultra-bright white LED lamp heads.</li> <li>1 watt (8 LEDs x 0.125) per head.</li> <li>High-performance chrome-plated metalized reflector and plastic lens for optimal light distribution.</li> <li>Adjustable LED lamp heads provides optimal center-to-center spacing. High-lumen option available for increased center-to-center spacing.</li> </ul> <p><strong>ELECTRICAL</strong></p> <ul> <li>Dual 120/277 voltage.</li> <li>Can operate up to 3 watts remote capacity.</li> <li>Charge rate/power &ldquo;ON&rdquo; LED indicator light and push to test switch for mandated code compliance testing.</li> <li>3.6V long-life, maintenance-free, rechargeable NiCd battery.</li> <li>Internal solid-state transfer switch automatically connects the internal battery to LED lamp heads for minimum 90-minute emergency illumination.</li> <li>Fully automatic solid-state, two-rate charger initiates battery charging to recharge a discharged battery in 24 hours.</li> </ul> <p><strong>MOUNTING</strong></p> <ul> <li>Surface mount via quick-connect back plate; fits most standard size junction boxes and snaps into place to make&nbsp;internal electrical connections.</li> <li>Top and side knockout for conduit applications.</li> <li>Suitable for wall or ceiling mount.</li> </ul> <p><strong>OPTIONS</strong></p> <ul> <li>SDT: Self-diagnostic test feature performs monthly, biannually, and annually tests to ensure reliable operation and to meet electrical and life safety codes.</li> <li>HL: 12-LED heads (12 LEDs x 0.125 watt) per head provide increased center-to-center spacing. (Call for quote)</li> </ul> <p><strong>HOUSING<br /></strong>Injection-molded, engineering-grade, 5VA flame retardant, high-impact, thermoplastic in white or black finish.</p> <p><strong>WARRANTY AND LISTING</strong></p> <ul> <li>Five year warranty on all electronics and housing. Batteries pro-rated for five years.</li> <li>UL listed for damp locations (0&deg;-50&deg;C/32&deg;F-122&deg;F standard).</li> <li>Meets UL924, NFPA101 Life Safety Code, NEC, OSHA, Local and State Codes.</li> </ul></div><div class=""resources_and_downloads""><div class=""block_ResDown""> 			<h2 class=""res_down_title"">RESOURCES AND DOWNLOADS</h2> 			<p class=""resourses""><a href=""/content/resources/specs/LEDR5HO_spec.pdf"" target=""_blank"">High Output LED Emergency Light EE-LEDR5HO spec sheet</a> </p></div></div>",8,0,0,0,33.95,23.75,39.6,0,0,0,,33.95,156,358,right,10,0,none,0,0,68,0,,1,,"<p><strong>Housing<br></strong>Injection-molded, engineering-grade, 5VA flame retardant, high-impact, thermoplastic in white or black finish.</p>",,,LEDR5HO,,,available,,0,New,,0,0,"High Output LED Emergency Light, Remote Capable",
2125,"HBL4 Series LED Linear High Bay Luminaire",physical,PI-PT-HBL4,"<div class=""short-description""><p>HBL4 series LED linear high bay luminaire, 105-300 watts, 13,906-40,470 lumens, available in 4000K or 5000K color temperature (CCT), 50,000 hours working life, 5-year warranty.</p></div><div class=""ProductDescription""><p>Portor&rsquo;s LED Linear High Bay provides high performance efficient and quality light output. Perfect for high ceiling commercial application. Portor can also provide in-house installation solution for accessories such as for Motion Sensor or Emergency Battery Back-up. Saving additional labor cost and installation lead time. Ideal use for commercial application such as large warehouse, parking/storage garage, gymnasium and retail stores with high ceiling.</p> <h3>CONSTRUCTION</h3> <ul> <li>Sleek slim design high bay with durable and solid form factor frame. Made out of quality aluminum alloy body with white finish.</li> </ul> <h3>ELECTRICAL</h3> <ul> <li>Luminaire is built with high efficacy LED package 120V-277V universal drivers (custom order available for 347-480V driver).</li> </ul> <h3>OPTICAL SYSTEM</h3> <ul> <li>High performance light output perfect for high ceiling. Optic lens designed to reduce glare and improve light distribution through precision lens optics.</li> </ul> <h3>ENERGY SAVINGS</h3> <ul> <li>Over 50% every savings compare to fluorescent fixtures. Low heat production from LED technology will require overall less maintenance and operating cost.</li> </ul> <h3>DIMMING</h3> <ul> <li>Equipped with 1-10V continuous dimming.</li> </ul> <h3>MOUNTING</h3> <ul> <li>Comes standard with V-Hooks and chains, Option available for Pendant Mount.</li> </ul> <h3>CONTROLS</h3> <ul> <li>Option available for dimmers, occupancy sensors and daylight harvesting to maximize energy savings.</li> </ul> <h3>LISTING</h3> <ul> <li>UL Listed, RoHS, DLC Premium Listed</li> </ul> <h3>WARRANTY</h3> <ul> <li>5 Years Limited Warranty, Rated for 50,000 hours</li> </ul></div><div class=""resources_and_downloads""><div class=""block_ResDown""> 			<h2 class=""res_down_title"">RESOURCES AND DOWNLOADS</h2> 			<p class=""resourses""><a href=""/content/resources/specs/pt-hbl4.pdf"" target=""_blank"">HBL4 Series Spec Sheet</a></p></div></div>",16,0,0,0,86.85,60.79,101.32,0,0,0,,86.85,125,359,right,0,0,none,0,0,0,0,,1,,,,,PT-HBL4,,,available,,0,New,,0,0,"HBL4 Series LED Linear High Bay Luminaire",
