parent_sku,child_sku,Wattage_Options
LT-LEDH-SR8W-UTD,LT-LEDH-SR8W-G2-32-827-UTD-WH,"32 Watts"
LT-LEDH-SR8W-UTD,LT-LEDH-SR8W-G2-32-827-UTD-BK,"32 Watts"
LT-LEDH-SR8W-UTD,LT-LEDH-SR8W-G2-32-827-UTD-BR,"32 Watts"
LT-LEDH-SR8W-UTD,LT-LEDH-SR8W-G2-32-827-UTD-SI,"32 Watts"
LT-LEDH-SR8W-UTD,LT-LEDH-SR8W-G2-32-830-UTD-WH,"32 Watts"
LT-LEDH-SR8W-UTD,LT-LEDH-SR8W-G2-32-830-UTD-BK,"32 Watts"
LT-LEDH-SR8W-UTD,LT-LEDH-SR8W-G2-32-830-UTD-BR,"32 Watts"
LT-LEDH-SR8W-UTD,LT-LEDH-SR8W-G2-32-830-UTD-SI,"32 Watts"
LT-LEDH-SR8W-UTD,LT-LEDH-SR8W-G2-32-835-UTD-WH,"32 Watts"
LT-LEDH-SR8W-UTD,LT-LEDH-SR8W-G2-32-835-UTD-BK,"32 Watts"
LT-LEDH-SR8W-UTD,LT-LEDH-SR8W-G2-32-835-UTD-BR,"32 Watts"
LT-LEDH-SR8W-UTD,LT-LEDH-SR8W-G2-32-835-UTD-SI,"32 Watts"
LT-LEDH-SR8W-UTD,LT-LEDH-SR8W-G2-32-840-UTD-WH,"32 Watts"
LT-LEDH-SR8W-UTD,LT-LEDH-SR8W-G2-32-840-UTD-BK,"32 Watts"
LT-LEDH-SR8W-UTD,LT-LEDH-SR8W-G2-32-840-UTD-BR,"32 Watts"
LT-LEDH-SR8W-UTD,LT-LEDH-SR8W-G2-32-840-UTD-SI,"32 Watts"
LT-LEDH-SR8W-UZTD,LT-LEDH-SR8W-G2-10-827-UZTD-WH,"10 Watts"
LT-LEDH-SR8W-UZTD,LT-LEDH-SR8W-G2-10-827-UZTD-BK,"10 Watts"
LT-LEDH-SR8W-UZTD,LT-LEDH-SR8W-G2-10-827-UZTD-BR,"10 Watts"
LT-LEDH-SR8W-UZTD,LT-LEDH-SR8W-G2-10-827-UZTD-SI,"10 Watts"
LT-LEDH-SR8W-UZTD,LT-LEDH-SR8W-G2-10-830-UZTD-WH,"10 Watts"
LT-LEDH-SR8W-UZTD,LT-LEDH-SR8W-G2-10-830-UZTD-BK,"10 Watts"
LT-LEDH-SR8W-UZTD,LT-LEDH-SR8W-G2-10-830-UZTD-BR,"10 Watts"
LT-LEDH-SR8W-UZTD,LT-LEDH-SR8W-G2-10-830-UZTD-SI,"10 Watts"
LT-LEDH-SR8W-UZTD,LT-LEDH-SR8W-G2-10-835-UZTD-WH,"10 Watts"
LT-LEDH-SR8W-UZTD,LT-LEDH-SR8W-G2-10-835-UZTD-BK,"10 Watts"
LT-LEDH-SR8W-UZTD,LT-LEDH-SR8W-G2-10-835-UZTD-BR,"10 Watts"
LT-LEDH-SR8W-UZTD,LT-LEDH-SR8W-G2-10-835-UZTD-SI,"10 Watts"
LT-LEDH-SR8W-UZTD,LT-LEDH-SR8W-G2-10-840-UZTD-WH,"10 Watts"
LT-LEDH-SR8W-UZTD,LT-LEDH-SR8W-G2-10-840-UZTD-BK,"10 Watts"
LT-LEDH-SR8W-UZTD,LT-LEDH-SR8W-G2-10-840-UZTD-BR,"10 Watts"
LT-LEDH-SR8W-UZTD,LT-LEDH-SR8W-G2-10-840-UZTD-SI,"10 Watts"
LT-LEDH-SR8W-UZTD,LT-LEDH-SR8W-G2-14-827-UZTD-WH,"14 Watts"
LT-LEDH-SR8W-UZTD,LT-LEDH-SR8W-G2-14-827-UZTD-BK,"14 Watts"
LT-LEDH-SR8W-UZTD,LT-LEDH-SR8W-G2-14-827-UZTD-BR,"14 Watts"
LT-LEDH-SR8W-UZTD,LT-LEDH-SR8W-G2-14-827-UZTD-SI,"14 Watts"
LT-LEDH-SR8W-UZTD,LT-LEDH-SR8W-G2-14-830-UZTD-WH,"14 Watts"
LT-LEDH-SR8W-UZTD,LT-LEDH-SR8W-G2-14-830-UZTD-BK,"14 Watts"
LT-LEDH-SR8W-UZTD,LT-LEDH-SR8W-G2-14-830-UZTD-BR,"14 Watts"
LT-LEDH-SR8W-UZTD,LT-LEDH-SR8W-G2-14-830-UZTD-SI,"14 Watts"
LT-LEDH-SR8W-UZTD,LT-LEDH-SR8W-G2-14-835-UZTD-WH,"14 Watts"
LT-LEDH-SR8W-UZTD,LT-LEDH-SR8W-G2-14-835-UZTD-BK,"14 Watts"
LT-LEDH-SR8W-UZTD,LT-LEDH-SR8W-G2-14-835-UZTD-BR,"14 Watts"
LT-LEDH-SR8W-UZTD,LT-LEDH-SR8W-G2-14-835-UZTD-SI,"14 Watts"
LT-LEDH-SR8W-UZTD,LT-LEDH-SR8W-G2-14-840-UZTD-WH,"14 Watts"
LT-LEDH-SR8W-UZTD,LT-LEDH-SR8W-G2-14-840-UZTD-BK,"14 Watts"
LT-LEDH-SR8W-UZTD,LT-LEDH-SR8W-G2-14-840-UZTD-BR,"14 Watts"
LT-LEDH-SR8W-UZTD,LT-LEDH-SR8W-G2-14-840-UZTD-SI,"14 Watts"
LT-LEDH-SR8W-UZTD,LT-LEDH-SR8W-G2-22-827-UZTD-WH,"22 Watts"
LT-LEDH-SR8W-UZTD,LT-LEDH-SR8W-G2-22-827-UZTD-BK,"22 Watts"
LT-LEDH-SR8W-UZTD,LT-LEDH-SR8W-G2-22-827-UZTD-BR,"22 Watts"
LT-LEDH-SR8W-UZTD,LT-LEDH-SR8W-G2-22-827-UZTD-SI,"22 Watts"
LT-LEDH-SR8W-UZTD,LT-LEDH-SR8W-G2-22-830-UZTD-WH,"22 Watts"
LT-LEDH-SR8W-UZTD,LT-LEDH-SR8W-G2-22-830-UZTD-BK,"22 Watts"
LT-LEDH-SR8W-UZTD,LT-LEDH-SR8W-G2-22-830-UZTD-BR,"22 Watts"
LT-LEDH-SR8W-UZTD,LT-LEDH-SR8W-G2-22-830-UZTD-SI,"22 Watts"
LT-LEDH-SR8W-UZTD,LT-LEDH-SR8W-G2-22-835-UZTD-WH,"22 Watts"
LT-LEDH-SR8W-UZTD,LT-LEDH-SR8W-G2-22-835-UZTD-BK,"22 Watts"
LT-LEDH-SR8W-UZTD,LT-LEDH-SR8W-G2-22-835-UZTD-BR,"22 Watts"
LT-LEDH-SR8W-UZTD,LT-LEDH-SR8W-G2-22-835-UZTD-SI,"22 Watts"
LT-LEDH-SR8W-UZTD,LT-LEDH-SR8W-G2-22-840-UZTD-WH,"22 Watts"
LT-LEDH-SR8W-UZTD,LT-LEDH-SR8W-G2-22-840-UZTD-BK,"22 Watts"
LT-LEDH-SR8W-UZTD,LT-LEDH-SR8W-G2-22-840-UZTD-BR,"22 Watts"
LT-LEDH-SR8W-UZTD,LT-LEDH-SR8W-G2-22-840-UZTD-SI,"22 Watts"
LT-LEDH-SR8W-UZTD,LT-LEDH-SR8W-G2-32-827-UZTD-WH,"32 Watts"
LT-LEDH-SR8W-UZTD,LT-LEDH-SR8W-G2-32-827-UZTD-BK,"32 Watts"
DG-WPR25OFQ,DG-WPR25OFQ-F1X12-U-3KL-Z,"12 Watts"
DG-WPR25OFQ,DG-WPR25OFQ-F1X12-U-3KL-W,"12 Watts"
DG-WPR25OFQ,DG-WPR25OFQ-F1X12-U-4KL-Z,"12 Watts"
DG-WPR25OFQ,DG-WPR25OFQ-F1X12-U-4KL-W,"12 Watts"
DG-WPR25OFQ,DG-WPR25OFQ-F1X12-U-5KL-Z,"12 Watts"
DG-WPR25OFQ,DG-WPR25OFQ-F1X12-U-5KL-W,"12 Watts"
DG-WPR25OFQ,DG-WPR25OFQ-F1X12-C-3KL-Z,"12 Watts"
DG-WPR25OFQ,DG-WPR25OFQ-F1X12-C-3KL-W,"12 Watts"
DG-WPR25OFQ,DG-WPR25OFQ-F1X12-C-4KL-Z,"12 Watts"
DG-WPR25OFQ,DG-WPR25OFQ-F1X12-C-4KL-W,"12 Watts"
DG-WPR25OFQ,DG-WPR25OFQ-F1X12-C-5KL-Z,"12 Watts"
DG-WPR25OFQ,DG-WPR25OFQ-F1X12-C-5KL-W,"12 Watts"
DG-WPR25OFQ,DG-WPR25OFQ-F1X17-U-3KL-Z,"17 Watts"
DG-WPR25OFQ,DG-WPR25OFQ-F1X17-U-3KL-W,"17 Watts"
DG-WPR25OFQ,DG-WPR25OFQ-F1X17-U-4KL-Z,"17 Watts"
DG-WPR25OFQ,DG-WPR25OFQ-F1X17-U-4KL-W,"17 Watts"
DG-WPR25OFQ,DG-WPR25OFQ-F1X17-U-5KL-Z,"17 Watts"
DG-WPR25OFQ,DG-WPR25OFQ-F1X17-U-5KL-W,"17 Watts"
DG-WPR25OFQ,DG-WPR25OFQ-F1X17-C-3KL-Z,"17 Watts"
DG-WPR25OFQ,DG-WPR25OFQ-F1X17-C-3KL-W,"17 Watts"
DG-WPR25OFQ,DG-WPR25OFQ-F1X17-C-4KL-Z,"17 Watts"
DG-WPR25OFQ,DG-WPR25OFQ-F1X17-C-4KL-W,"17 Watts"
DG-WPR25OFQ,DG-WPR25OFQ-F1X17-C-5KL-Z,"17 Watts"
DG-WPR25OFQ,DG-WPR25OFQ-F1X17-C-5KL-W,"17 Watts"
DG-WPR25OFQ,DG-WPR25OFQ-F1X25-U-3KL-Z,"25 Watts"
DG-WPR25OFQ,DG-WPR25OFQ-F1X25-U-3KL-W,"25 Watts"
DG-WPR25OFQ,DG-WPR25OFQ-F1X25-U-4KL-Z,"25 Watts"
DG-WPR25OFQ,DG-WPR25OFQ-F1X25-U-4KL-W,"25 Watts"
DG-WPR25OFQ,DG-WPR25OFQ-F1X25-U-5KL-Z,"25 Watts"
DG-WPR25OFQ,DG-WPR25OFQ-F1X25-U-5KL-W,"25 Watts"
DG-WPR25OFQ,DG-WPR25OFQ-F1X25-C-3KL-Z,"25 Watts"
DG-WPR25OFQ,DG-WPR25OFQ-F1X25-C-3KL-W,"25 Watts"
DG-WPR25OFQ,DG-WPR25OFQ-F1X25-C-4KL-Z,"25 Watts"
DG-WPR25OFQ,DG-WPR25OFQ-F1X25-C-4KL-W,"25 Watts"
DG-WPR25OFQ,DG-WPR25OFQ-F1X25-C-5KL-Z,"25 Watts"
DG-WPR25OFQ,DG-WPR25OFQ-F1X25-C-5KL-W,"25 Watts"
DG-WPR25OFQ,DG-WPR25OFQ-F1X12-H-3KL-Z,"12 Watts"
DG-WPR25OFQ,DG-WPR25OFQ-F1X12-H-3KL-W,"12 Watts"
DG-WPR25OFQ,DG-WPR25OFQ-F1X12-H-4KL-Z,"12 Watts"
DG-WPR25OFQ,DG-WPR25OFQ-F1X12-H-4KL-W,"12 Watts"
DG-WPR25OFQ,DG-WPR25OFQ-F1X12-H-5KL-Z,"12 Watts"
DG-WPR25OFQ,DG-WPR25OFQ-F1X12-H-5KL-W,"12 Watts"
DG-WPR25OFQ,DG-WPR25OFQ-F1X17-H-3KL-Z,"17 Watts"
DG-WPR25OFQ,DG-WPR25OFQ-F1X17-H-3KL-W,"17 Watts"
DG-WPR25OFQ,DG-WPR25OFQ-F1X17-H-4KL-Z,"17 Watts"
DG-WPR25OFQ,DG-WPR25OFQ-F1X17-H-4KL-W,"17 Watts"
DG-WPR25OFQ,DG-WPR25OFQ-F1X17-H-5KL-Z,"17 Watts"
DG-WPR25OFQ,DG-WPR25OFQ-F1X17-H-5KL-W,"17 Watts"
DG-WPR25OFQ,DG-WPR25OFQ-F1X25-H-3KL-Z,"25 Watts"
DG-WPR25OFQ,DG-WPR25OFQ-F1X25-H-3KL-W,"25 Watts"
DG-WPR25HCQ,DG-WPR25HCQ-F1X12-U-3KL-Z,"12 Watts"
DG-WPR25HCQ,DG-WPR25HCQ-F1X12-U-3KL-W,"12 Watts"
DG-WPR25HCQ,DG-WPR25HCQ-F1X12-U-4KL-Z,"12 Watts"
DG-WPR25HCQ,DG-WPR25HCQ-F1X12-U-4KL-W,"12 Watts"
DG-WPR25HCQ,DG-WPR25HCQ-F1X12-U-5KL-Z,"12 Watts"
DG-WPR25HCQ,DG-WPR25HCQ-F1X12-U-5KL-W,"12 Watts"
DG-WPR25HCQ,DG-WPR25HCQ-F1X12-C-3KL-Z,"12 Watts"
DG-WPR25HCQ,DG-WPR25HCQ-F1X12-C-3KL-W,"12 Watts"
DG-WPR25HCQ,DG-WPR25HCQ-F1X12-C-4KL-Z,"12 Watts"
DG-WPR25HCQ,DG-WPR25HCQ-F1X12-C-4KL-W,"12 Watts"
DG-WPR25HCQ,DG-WPR25HCQ-F1X12-C-5KL-Z,"12 Watts"
DG-WPR25HCQ,DG-WPR25HCQ-F1X12-C-5KL-W,"12 Watts"
DG-WPR25HCQ,DG-WPR25HCQ-F1X12-H-3KL-Z,"12 Watts"
DG-WPR25HCQ,DG-WPR25HCQ-F1X12-H-3KL-W,"12 Watts"
DG-WPR25HCQ,DG-WPR25HCQ-F1X12-H-4KL-Z,"12 Watts"
DG-WPR25HCQ,DG-WPR25HCQ-F1X12-H-4KL-W,"12 Watts"
DG-WPR25HCQ,DG-WPR25HCQ-F1X12-H-5KL-Z,"12 Watts"
DG-WPR25HCQ,DG-WPR25HCQ-F1X12-H-5KL-W,"12 Watts"
DG-WPR25HCQ,DG-WPR25HCQ-F1X17-U-3KL-Z,"17 Watts"
DG-WPR25HCQ,DG-WPR25HCQ-F1X17-U-3KL-W,"17 Watts"
DG-WPR25HCQ,DG-WPR25HCQ-F1X17-U-4KL-Z,"17 Watts"
DG-WPR25HCQ,DG-WPR25HCQ-F1X17-U-4KL-W,"17 Watts"
DG-WPR25HCQ,DG-WPR25HCQ-F1X17-U-5KL-Z,"17 Watts"
DG-WPR25HCQ,DG-WPR25HCQ-F1X17-U-5KL-W,"17 Watts"
DG-WPR25HCQ,DG-WPR25HCQ-F1X17-C-3KL-Z,"17 Watts"
DG-WPR25HCQ,DG-WPR25HCQ-F1X17-C-3KL-W,"17 Watts"
DG-WPR25HCQ,DG-WPR25HCQ-F1X17-C-4KL-Z,"17 Watts"
DG-WPR25HCQ,DG-WPR25HCQ-F1X17-C-4KL-W,"17 Watts"
DG-WPR25HCQ,DG-WPR25HCQ-F1X17-C-5KL-Z,"17 Watts"
DG-WPR25HCQ,DG-WPR25HCQ-F1X17-C-5KL-W,"17 Watts"
DG-WPR25HCQ,DG-WPR25HCQ-F1X17-H-3KL-Z,"17 Watts"
DG-WPR25HCQ,DG-WPR25HCQ-F1X17-H-3KL-W,"17 Watts"
DG-WPR25HCQ,DG-WPR25HCQ-F1X17-H-4KL-Z,"17 Watts"
DG-WPR25HCQ,DG-WPR25HCQ-F1X17-H-4KL-W,"17 Watts"
DG-WPR25HCQ,DG-WPR25HCQ-F1X17-H-5KL-Z,"17 Watts"
DG-WPR25HCQ,DG-WPR25HCQ-F1X17-H-5KL-W,"17 Watts"
DG-WPR25HCQ,DG-WPR25HCQ-F1X25-U-3KL-Z,"25 Watts"
DG-WPR25HCQ,DG-WPR25HCQ-F1X25-U-3KL-W,"25 Watts"
DG-WPR25HCQ,DG-WPR25HCQ-F1X25-U-4KL-Z,"25 Watts"
DG-WPR25HCQ,DG-WPR25HCQ-F1X25-U-4KL-W,"25 Watts"
DG-WPR25HCQ,DG-WPR25HCQ-F1X25-U-5KL-Z,"25 Watts"
DG-WPR25HCQ,DG-WPR25HCQ-F1X25-U-5KL-W,"25 Watts"
DG-WPR25HCQ,DG-WPR25HCQ-F1X25-C-3KL-Z,"25 Watts"
DG-WPR25HCQ,DG-WPR25HCQ-F1X25-C-3KL-W,"25 Watts"
DG-WPR25HCQ,DG-WPR25HCQ-F1X25-C-4KL-Z,"25 Watts"
DG-WPR25HCQ,DG-WPR25HCQ-F1X25-C-4KL-W,"25 Watts"
DG-WPR25HCQ,DG-WPR25HCQ-F1X25-C-5KL-Z,"25 Watts"
DG-WPR25HCQ,DG-WPR25HCQ-F1X25-C-5KL-W,"25 Watts"
DG-WPR25HCQ,DG-WPR25HCQ-F1X25-H-3KL-Z,"25 Watts"
DG-WPR25HCQ,DG-WPR25HCQ-F1X25-H-3KL-W,"25 Watts"
DG-WPR25GRQ,WPR25GRQ-F1X12-U-3KL-Z,"12 Watts"
DG-WPR25GRQ,WPR25GRQ-F1X12-U-3KL-W,"12 Watts"
DG-WPR25GRQ,WPR25GRQ-F1X12-U-4KL-Z,"12 Watts"
DG-WPR25GRQ,WPR25GRQ-F1X12-U-4KL-W,"12 Watts"
DG-WPR25GRQ,WPR25GRQ-F1X12-U-5KL-Z,"12 Watts"
DG-WPR25GRQ,WPR25GRQ-F1X12-U-5KL-W,"12 Watts"
DG-WPR25GRQ,WPR25GRQ-F1X12-C-3KL-Z,"12 Watts"
DG-WPR25GRQ,WPR25GRQ-F1X12-C-3KL-W,"12 Watts"
DG-WPR25GRQ,WPR25GRQ-F1X12-C-4KL-Z,"12 Watts"
DG-WPR25GRQ,WPR25GRQ-F1X12-C-4KL-W,"12 Watts"
DG-WPR25GRQ,WPR25GRQ-F1X12-C-5KL-Z,"12 Watts"
DG-WPR25GRQ,WPR25GRQ-F1X12-C-5KL-W,"12 Watts"
DG-WPR25GRQ,WPR25GRQ-F1X17-U-3KL-Z,"17 Watts"
DG-WPR25GRQ,WPR25GRQ-F1X17-U-3KL-W,"17 Watts"
DG-WPR25GRQ,WPR25GRQ-F1X17-U-4KL-Z,"17 Watts"
DG-WPR25GRQ,WPR25GRQ-F1X17-U-4KL-W,"17 Watts"
DG-WPR25GRQ,WPR25GRQ-F1X17-U-5KL-Z,"17 Watts"
DG-WPR25GRQ,WPR25GRQ-F1X17-U-5KL-W,"17 Watts"
DG-WPR25GRQ,WPR25GRQ-F1X17-C-3KL-Z,"17 Watts"
DG-WPR25GRQ,WPR25GRQ-F1X17-C-3KL-W,"17 Watts"
DG-WPR25GRQ,WPR25GRQ-F1X17-C-4KL-Z,"17 Watts"
DG-WPR25GRQ,WPR25GRQ-F1X17-C-4KL-W,"17 Watts"
DG-WPR25GRQ,WPR25GRQ-F1X17-C-5KL-Z,"17 Watts"
DG-WPR25GRQ,WPR25GRQ-F1X17-C-5KL-W,"17 Watts"
DG-WPR25GRQ,WPR25GRQ-F1X25-U-3KL-Z,"25 Watts"
DG-WPR25GRQ,WPR25GRQ-F1X25-U-3KL-W,"25 Watts"
DG-WPR25GRQ,WPR25GRQ-F1X25-U-4KL-Z,"25 Watts"
DG-WPR25GRQ,WPR25GRQ-F1X25-U-4KL-W,"25 Watts"
DG-WPR25GRQ,WPR25GRQ-F1X25-U-5KL-Z,"25 Watts"
DG-WPR25GRQ,WPR25GRQ-F1X25-U-5KL-W,"25 Watts"
DG-WPR25GRQ,WPR25GRQ-F1X25-C-3KL-Z,"25 Watts"
DG-WPR25GRQ,WPR25GRQ-F1X25-C-3KL-W,"25 Watts"
DG-WPR25GRQ,WPR25GRQ-F1X25-C-4KL-Z,"25 Watts"
DG-WPR25GRQ,WPR25GRQ-F1X25-C-4KL-W,"25 Watts"
DG-WPR25GRQ,WPR25GRQ-F1X25-C-5KL-Z,"25 Watts"
DG-WPR25GRQ,WPR25GRQ-F1X25-C-5KL-W,"25 Watts"
DG-WPR25GRQ,WPR25GRQ-F1X12-H-3KL-Z,"12 Watts"
DG-WPR25GRQ,WPR25GRQ-F1X12-H-3KL-W,"12 Watts"
DG-WPR25GRQ,WPR25GRQ-F1X12-H-4KL-Z,"12 Watts"
DG-WPR25GRQ,WPR25GRQ-F1X12-H-4KL-W,"12 Watts"
DG-WPR25GRQ,WPR25GRQ-F1X12-H-5KL-Z,"12 Watts"
DG-WPR25GRQ,WPR25GRQ-F1X12-H-5KL-W,"12 Watts"
DG-WPR25GRQ,WPR25GRQ-F1X17-H-3KL-Z,"17 Watts"
DG-WPR25GRQ,WPR25GRQ-F1X17-H-3KL-W,"17 Watts"
DG-WPR25GRQ,WPR25GRQ-F1X17-H-4KL-Z,"17 Watts"
DG-WPR25GRQ,WPR25GRQ-F1X17-H-4KL-W,"17 Watts"
DG-WPR25GRQ,WPR25GRQ-F1X17-H-5KL-Z,"17 Watts"
DG-WPR25GRQ,WPR25GRQ-F1X17-H-5KL-W,"17 Watts"
DG-WPR25GRQ,WPR25GRQ-F1X25-H-3KL-Z,"25 Watts"
DG-WPR25GRQ,WPR25GRQ-F1X25-H-3KL-W,"25 Watts"
DG-B2Q,DG-B2QF1X16-U-3K-C-Z,"16 Watts"
DG-B2Q,DG-B2QF1X16-U-3K-C-B,"16 Watts"
DG-B2Q,DG-B2QF1X16-U-3K-L-Z,"16 Watts"
DG-B2Q,DG-B2QF1X16-U-3K-L-B,"16 Watts"
DG-B2Q,DG-B2QF1X16-U-4K-C-Z,"16 Watts"
DG-B2Q,DG-B2QF1X16-U-4K-C-B,"16 Watts"
DG-B2Q,DG-B2QF1X16-U-4K-L-Z,"16 Watts"
DG-B2Q,DG-B2QF1X16-U-4K-L-B,"16 Watts"
DG-B2Q,DG-B2QF1X16-C-3K-C-Z,"16 Watts"
DG-B2Q,DG-B2QF1X16-C-3K-C-B,"16 Watts"
DG-B2Q,DG-B2QF1X16-C-3K-L-Z,"16 Watts"
DG-B2Q,DG-B2QF1X16-C-3K-L-B,"16 Watts"
DG-B2Q,DG-B2QF1X16-C-4K-C-Z,"16 Watts"
DG-B2Q,DG-B2QF1X16-C-4K-C-B,"16 Watts"
DG-B2Q,DG-B2QF1X16-C-4K-L-Z,"16 Watts"
DG-B2Q,DG-B2QF1X16-C-4K-L-B,"16 Watts"
DG-B2Q,DG-B2QF1X16-H-3K-C-Z,"16 Watts"
DG-B2Q,DG-B2QF1X16-H-3K-C-B,"16 Watts"
DG-B2Q,DG-B2QF1X16-H-3K-L-Z,"16 Watts"
DG-B2Q,DG-B2QF1X16-H-3K-L-B,"16 Watts"
DG-B2Q,DG-B2QF1X16-H-4K-C-Z,"16 Watts"
DG-B2Q,DG-B2QF1X16-H-4K-C-B,"16 Watts"
DG-B2Q,DG-B2QF1X16-H-4K-L-Z,"16 Watts"
DG-B2Q,DG-B2QF1X16-H-4K-L-B,"16 Watts"
DG-B2Q,DG-B2QF1X23-U-3K-C-Z,"23 Watts"
DG-B2Q,DG-B2QF1X23-U-3K-C-B,"23 Watts"
DG-B2Q,DG-B2QF1X23-U-3K-L-Z,"23 Watts"
DG-B2Q,DG-B2QF1X23-U-3K-L-B,"23 Watts"
DG-B2Q,DG-B2QF1X23-U-4K-C-Z,"23 Watts"
DG-B2Q,DG-B2QF1X23-U-4K-C-B,"23 Watts"
DG-B2Q,DG-B2QF1X23-U-4K-L-Z,"23 Watts"
DG-B2Q,DG-B2QF1X23-U-4K-L-B,"23 Watts"
DG-B2Q,DG-B2QF1X23-C-3K-C-Z,"23 Watts"
DG-B2Q,DG-B2QF1X23-C-3K-C-B,"23 Watts"
DG-B2Q,DG-B2QF1X23-C-3K-L-Z,"23 Watts"
DG-B2Q,DG-B2QF1X23-C-3K-L-B,"23 Watts"
DG-B2Q,DG-B2QF1X23-C-4K-C-Z,"23 Watts"
DG-B2Q,DG-B2QF1X23-C-4K-C-B,"23 Watts"
DG-B2Q,DG-B2QF1X23-C-4K-L-Z,"23 Watts"
DG-B2Q,DG-B2QF1X23-C-4K-L-B,"23 Watts"
DG-B2Q,DG-B2QF1X23-H-3K-C-Z,"23 Watts"
DG-B2Q,DG-B2QF1X23-H-3K-C-B,"23 Watts"
DG-B2Q,DG-B2QF1X23-H-3K-L-Z,"23 Watts"
DG-B2Q,DG-B2QF1X23-H-3K-L-B,"23 Watts"
DG-B2Q,DG-B2QF1X23-H-4K-C-Z,"23 Watts"
DG-B2Q,DG-B2QF1X23-H-4K-C-B,"23 Watts"
DG-B2Q,DG-B2QF1X23-H-4K-L-Z,"23 Watts"
DG-B2Q,DG-B2QF1X23-H-4K-L-B,"23 Watts"
DG-B2Q,DG-B2QF1X34-U-3K-C-Z,"34 Watts"
DG-B2Q,DG-B2QF1X34-U-3K-C-B,"34 Watts"
LT-LEDH-S55-UTD,LT-LEDH-S55-14-827-UTD,"14 Watts"
LT-LEDH-S55-UTD,LT-LEDH-S55-14-830-UTD,"14 Watts"
LT-LEDH-S55-UTD,LT-LEDH-S55-14-835-UTD,"14 Watts"
LT-LEDH-S55-UTD,LT-LEDH-S55-14-840-UTD,"14 Watts"
LT-LEDH-S55-UTD,LT-LEDH-S55-22-827-UTD,"22 Watts"
LT-LEDH-S55-UTD,LT-LEDH-S55-22-830-UTD,"22 Watts"
LT-LEDH-S55-UTD,LT-LEDH-S55-22-835-UTD,"22 Watts"
LT-LEDH-S55-UTD,LT-LEDH-S55-22-840-UTD,"22 Watts"
LT-LEDH-S55-UTD,LT-LEDH-S55-32-827-UTD,"32 Watts"
LT-LEDH-S55-UTD,LT-LEDH-S55-32-830-UTD,"32 Watts"
LT-LEDH-S55-UTD,LT-LEDH-S55-32-835-UTD,"32 Watts"
LT-LEDH-S55-UTD,LT-LEDH-S55-32-840-UTD,"32 Watts"
LT-LEDMCL-1LN,LT-LEDMCL-1LN-15W-3000K-120V-N28,"15 Watts"
LT-LEDMCL-1LN,LT-LEDMCL-1LN-15W-3000K-120V-M36,"15 Watts"
LT-LEDMCL-1LN,LT-LEDMCL-1LN-15W-3000K-120V-W60,"15 Watts"
LT-LEDMCL-1LN,LT-LEDMCL-1LN-15W-3000K-277V-N28,"15 Watts"
LT-LEDMCL-1LN,LT-LEDMCL-1LN-15W-3000K-277V-M36,"15 Watts"
LT-LEDMCL-1LN,LT-LEDMCL-1LN-15W-3000K-277V-W60,"15 Watts"
LT-LEDMCL-1LN,LT-LEDMCL-1LN-15W-3500K-120V-N28,"15 Watts"
LT-LEDMCL-1LN,LT-LEDMCL-1LN-15W-3500K-120V-M36,"15 Watts"
LT-LEDMCL-1LN,LT-LEDMCL-1LN-15W-3500K-120V-W60,"15 Watts"
LT-LEDMCL-1LN,LT-LEDMCL-1LN-15W-3500K-277V-N28,"15 Watts"
LT-LEDMCL-1LN,LT-LEDMCL-1LN-15W-3500K-277V-M36,"15 Watts"
LT-LEDMCL-1LN,LT-LEDMCL-1LN-15W-3500K-277V-W60,"15 Watts"
LT-LEDMCL-1LN,LT-LEDMCL-1LN-15W-4000K-120V-N28,"15 Watts"
LT-LEDMCL-1LN,LT-LEDMCL-1LN-15W-4000K-120V-M36,"15 Watts"
LT-LEDMCL-1LN,LT-LEDMCL-1LN-15W-4000K-120V-W60,"15 Watts"
LT-LEDMCL-1LN,LT-LEDMCL-1LN-15W-4000K-277V-N28,"15 Watts"
LT-LEDMCL-1LN,LT-LEDMCL-1LN-15W-4000K-277V-M36,"15 Watts"
LT-LEDMCL-1LN,LT-LEDMCL-1LN-15W-4000K-277V-W60,"15 Watts"
LT-LEDMCL-1LN,LT-LEDMCL-1LN-20W-3000K-120V-N28,"20 Watts"
LT-LEDMCL-1LN,LT-LEDMCL-1LN-20W-3000K-120V-M36,"20 Watts"
LT-LEDMCL-1LN,LT-LEDMCL-1LN-20W-3000K-120V-W60,"20 Watts"
LT-LEDMCL-1LN,LT-LEDMCL-1LN-20W-3000K-277V-N28,"20 Watts"
LT-LEDMCL-1LN,LT-LEDMCL-1LN-20W-3000K-277V-M36,"20 Watts"
LT-LEDMCL-1LN,LT-LEDMCL-1LN-20W-3000K-277V-W60,"20 Watts"
LT-LEDMCL-1LN,LT-LEDMCL-1LN-20W-3500K-120V-N28,"20 Watts"
LT-LEDMCL-1LN,LT-LEDMCL-1LN-20W-3500K-120V-M36,"20 Watts"
LT-LEDMCL-1LN,LT-LEDMCL-1LN-20W-3500K-120V-W60,"20 Watts"
LT-LEDMCL-1LN,LT-LEDMCL-1LN-20W-3500K-277V-N28,"20 Watts"
LT-LEDMCL-1LN,LT-LEDMCL-1LN-20W-3500K-277V-M36,"20 Watts"
