sku,Price,"Cost Price","Retail Price","Sale Price"
LT-LEDH-SR5W-G2-14-840-UZTD-BZ,276.43,193.33,,
LT-LEDH-SR5W-G2-14-840-UZTD-SI,276.43,193.33,,
LT-LEDH-SR5W-G2-22-827-UZTD-WH,288.22,0,,
LT-LEDH-SR5W-G2-22-827-UZTD-BL,288.22,0,,
LT-LEDH-SR5W-G2-22-827-UZTD-BR,288.22,0,,
LT-LEDH-SR5W-G2-22-827-UZTD-SI,288.22,0,,
LT-LEDH-SR5W-G2-22-830-UZTD-WH,288.22,0,,
LT-LEDH-SR5W-G2-22-830-UZTD-BL,288.22,0,,
LT-LEDH-SR5W-G2-22-830-UZTD-BR,288.22,0,,
LT-LEDH-SR5W-G2-22-830-UZTD-SI,288.22,0,,
LT-LEDH-SR5W-G2-22-835-UZTD-WH,288.22,0,,
LT-LEDH-SR5W-G2-22-835-UZTD-BL,288.22,0,,
LT-LEDH-SR5W-G2-22-835-UZTD-BR,288.22,0,,
LT-LEDH-SR5W-G2-22-835-UZTD-SI,288.22,0,,
LT-LEDH-SR5W-G2-22-840-UZTD-WH,288.22,0,,
LT-LEDH-SR5W-G2-22-840-UZTD-BL,288.22,0,,
LT-LEDH-SR5W-G2-22-840-UZTD-BR,288.22,0,,
LT-LEDH-SR5W-G2-22-840-UZTD-SI,288.22,0,,
RP-4433OB-15-4K,63.36,0,,
RP-4433OB-25-4K,86,0,,
ETH-HBE-2-90W,87.15,68,,
ETH-HBE-2-110W,92.86,95,,
ETH-HBE-2-162W,124.3,0,,
RP-4117-1-WH-35-4K,115.14,0,,
RP-4117-1-WH-50-4K,138.43,0,,
TF-FPELP24LED-50DMVWH-40,134.3,0,,
TF-FPELP24LED-50DMVWH-50,134.3,0,,
TF-FPELP24LED-75DMVWH-40,164.3,0,,
TF-FPELP24LED-75DMVWH-50,164.3,0,,
FL-FI-HB-2FT-80W-40K-G4,87.15,0,,
FL-FI-HB-2FT-80W-50K-G4,87.15,0,,
FL-FI-HB-2FT-110W-40K-G4,89.3,0,,
FL-FI-HB-2FT-110W-50K-G4,89.3,0,,
FL-FI-HB-2FT-165W-40K-G4,115.72,0,,
FL-FI-HB-2FT-165W-50K-G4,115.72,0,,
FL-FI-HB-2FT-220W-40K-G4,138.6,0,,
FL-FI-HB-2FT-220W-50K-G4,138.6,0,,
TF-HBIHO24L-245W34300LDMV-30K,465.72,0,,
TF-HBIHO24L-245W34300LDMV-35K,465.72,0,,
TF-HBIHO24L-245W34300LDMV-40K,465.72,0,,
TF-HBIHO24L-245W34300LDMV-50K,465.72,0,,
TF-HBIHO24L-325W45500LDMV-30K,571.43,0,,
TF-HBIHO24L-325W45500LDMV-35K,571.43,0,,
TF-HBIHO24L-325W45500LDMV-40K,571.43,0,,
TF-HBIHO24L-325W45500LDMV-50K,571.43,0,,
TF-66RWSF96L-R48W4800LDMV-30KWH,708.6,0,,
TF-66RWSF96L-R48W4800LDMV-35KWH,708.6,0,,
TF-66RWSF96L-R48W4800LDMV-40KWH,708.6,0,,
TF-66RWSF96L-R48W4800LDMV-50KWH,708.6,0,,
TF-66RWSF96L-R96W9600LDMV-30KWH,727.15,0,,
TF-66RWSF96L-R96W9600LDMV-35KWH,727.15,0,,
TF-66RWSF96L-R96W9600LDMV-40KWH,727.15,0,,
TF-66RWSF96L-R96W9600LDMV-50KWH,727.15,0,,
TF-44RWSF96L-R48W4800LDMV-30KWH,615.72,0,,
TF-44RWSF96L-R48W4800LDMV-35KWH,615.72,0,,
TF-44RWSF96L-R48W4800LDMV-40KWH,615.72,0,,
TF-44RWSF96L-R48W4800LDMV-50KWH,615.72,0,,
TF-44RWSF96L-R96W9600LDMV-30KWH,654.3,0,,
TF-44RWSF96L-R96W9600LDMV-35KWH,654.3,0,,
TF-44RWSF96L-R96W9600LDMV-40KWH,654.3,0,,
TF-44RWSF96L-R96W9600LDMV-50KWH,654.3,0,,
TF-44RWSF48L-R24W2400LDMV-30KWH,314.3,0,,
TF-44RWSF48L-R24W2400LDMV-40KWH,314.3,0,,
TF-44RWSF48L-R24W2400LDMV-50KWH,314.3,0,,
TF-44RWSF48L-R48W4800LDMV-30KWH,324.3,0,,
TF-44RWSF48L-R48W4800LDMV-40KWH,324.3,0,,
TF-44RWSF48L-R48W4800LDMV-50KWH,324.3,0,,
TF-44RWSF48L-24-50,,,,
TF-44RWSF48L-48-50,,,,
TF-DXR-125,141.43,0,,
TF-DXR-610,197.15,0,,
TF-SFL10L-50W5562LMV50KBZ,161.43,0,,
TF-SFL10L-75W8645LMV50KBZ,318.6,0,,
TF-PLF12L-70W9000LDMV50K,181.43,0,,
TF-PLF12L-105W13400LDMV50K,195.72,0,,
TF-DCC150SR45W4900LMV50K-45,160,0,,
TF-DCC150SR70W7500LMV50K,200,0,,
TF-DC056L-17W2000LMV50K,62.86,0,,
TF-DC056L-25W2700LMV50K,68.6,0,,
TF-DC150SR-45W4900LMV50K,151.43,0,,
TF-DC150SR-70W7900LMV50K,188.6,0,,
EE-TCB2X4-25W-835,94.25,0,,
EE-TCB2X4-25W-840,94.25,0,,
EE-TCB2X4-25W-850,94.25,0,,
EE-TCB2X4-34W-835,94.25,0,,
EE-TCB2X4-34W-840,94.25,0,,
EE-TCB2X4-34W-850,94.25,0,,
EE-TCB2X4-48W-835,101.05,0,,
EE-TCB2X4-48W-840,101.05,0,,
EE-TCB2X4-48W-850,101.05,0,,
EE-TRFK2X2-30W-840,88.65,0,,
EE-TRFK2X2-30W-850,88.65,0,,
EE-TRFK2X2-30W-HD-840,88.65,0,,
EE-TRFK2X2-30W-HD-850,88.65,0,,
TF-F1010CLAC10L-14W1400LD12040K,92.86,0,,
TF-F1010CLAC10L-23W1900LD12040K,92.86,0,,
TF-OSL96L-S96W11800LDMV-30K,588.6,0,,
TF-OSL96L-S96W11800LDMV-35K,588.6,0,,
TF-OSL96L-S96W11800LDMV-40K,588.6,0,,
TF-OSL96L-S96W11800LDMV-50K,588.6,0,,
TF-OSL96L-S114W13000LDMV-30K,592.86,0,,
TF-OSL96L-S114W13000LDMV-35K,592.86,0,,
TF-OSL96L-S114W13000LDMV-40K,592.86,0,,
TF-OSL96L-S114W13000LDMV-50K,592.86,0,,
TF-OSL48L-S48W5900LDMV-30K,372.86,0,,
TF-OSL48L-S48W5900LDMV-35K,372.86,0,,
TF-OSL48L-S48W5900LDMV-40K,372.86,0,,
TF-OSL48L-S48W5900LDMV-50K,372.86,0,,
TF-OSL48L-S57W6500LDMV-30K,381.43,0,,
TF-OSL48L-S57W6500LDMV-35K,381.43,0,,
TF-OSL48L-S57W6500LDMV-40K,381.43,0,,
TF-OSL48L-S57W6500LDMV-50K,381.43,0,,
TF-TFC14L-14W1350LD120-30K,80,0,,
TF-TFC14L-14W1350LD120-40K,80,0,,
TF-TFC14L-23W1850LD120-30K,82.86,0,,
TF-TFC14L-23W1850LD120-40K,82.86,0,,
TF-TFC11L-13W900LD120-30K,54.3,0,,
TF-TFC11L-13W900LD120-40K,54.3,0,,
TF-TFC11L-14W1350LD120-30K,64.3,0,,
TF-TFC11L-14W1350LD120-40K,64.3,0,,
TF-RLWDFR48L-T30W4100LDMV-30K,194.3,0,,
TF-RLWDFR48L-T30W4100LDMV-35K,194.3,0,,
TF-RLWDFR48L-T30W4100LDMV-40K,194.3,0,,
TF-RLWDFR48L-T30W4100LDMV-50K,194.3,0,,
TF-RLWDFR48L-T48W6000LDMV-30K,200,0,,
TF-RLWDFR48L-T48W6000LDMV-35K,200,0,,
TF-RLWDFR48L-T48W6000LDMV-40K,200,0,,
TF-RLWDFR48L-T48W6000LDMV-50K,200,0,,
TF-RLWDFR48L-T57W6900LDMV-30K,205.72,0,,
TF-RLWDFR48L-T57W6900LDMV-35K,205.72,0,,
TF-RLWDFR48L-T57W6900LDMV-40K,205.72,0,,
TF-RLWDFR48L-T57W6900LDMV-50K,205.72,0,,
TF-8RB501-F48W6950LDMV-30K,131.43,0,,
TF-8RB501-F48W6950LDMV-35K,131.43,0,,
TF-8RB501-F48W6950LDMV-40K,131.43,0,,
TF-8RB501-F48W6950LDMV-50K,131.43,0,,
TF-8RB501-F97W13100LDMV-30K,198.6,0,,
TF-8RB501-F97W13100LDMV-35K,198.6,0,,
TF-8RB501-F97W13100LDMV-40K,198.6,0,,
TF-8RB501-F97W13100LDMV-50K,198.6,0,,
TF-8RB501-F118W15800LDMV-30K,207.15,0,,
TF-8RB501-F118W15800LDMV-35K,207.15,0,,
TF-8RB501-F118W15800LDMV-40K,207.15,0,,
TF-8RB501-F118W15800LDMV-50K,207.15,0,,
TF-8RB421-F48W6950LDMV-30K,128.6,0,,
TF-8RB421-F48W6950LDMV-35K,128.6,0,,
TF-8RB421-F48W6950LDMV-40K,128.6,0,,
TF-8RB421-F48W6950LDMV-50K,128.6,0,,
TF-8RB421-F97W13100LDMV-30K,195.72,0,,
TF-8RB421-F97W13100LDMV-35K,195.72,0,,
TF-8RB421-F97W13100LDMV-40K,195.72,0,,
TF-8RB421-F97W13100LDMV-50K,195.72,0,,
TF-8RB421-F118W15800LDMV-30K,204.3,0,,
TF-8RB421-F118W15800LDMV-35K,204.3,0,,
TF-8RB421-F118W15800LDMV-40K,204.3,0,,
TF-8RB421-F118W15800LDMV-50K,204.3,0,,
TF-4RB501-F24W3500LDMV-30K,87.15,0,,
TF-4RB501-F24W3500LDMV-35K,87.15,0,,
TF-4RB501-F24W3500LDMV-40K,87.15,0,,
TF-4RB501-F24W3500LDMV-50K,87.15,0,,
TF-4RB501-F48W6500LDMV-30K,95.72,0,,
TF-4RB501-F48W6500LDMV-35K,95.72,0,,
TF-4RB501-F48W6500LDMV-40K,95.72,0,,
TF-4RB501-F48W6500LDMV-50K,95.72,0,,
TF-4RB501-F57W7900LDMV-30K,97.15,0,,
TF-4RB501-F57W7900LDMV-35K,97.15,0,,
TF-4RB501-F57W7900LDMV-40K,97.15,0,,
TF-4RB501-F57W7900LDMV-50K,97.15,0,,
TF-4RB421-F24W3500LDMV-30K,84.3,0,,
TF-4RB421-F24W3500LDMV-35K,84.3,0,,
TF-4RB421-F24W3500LDMV-40K,84.3,0,,
TF-4RB421-F24W3500LDMV-50K,84.3,0,,
TF-4RB421-F48W6500LDMV-30K,92.86,0,,
TF-4RB421-F48W6500LDMV-35K,92.86,0,,
TF-4RB421-F48W6500LDMV-40K,92.86,0,,
TF-4RB421-F48W6500LDMV-50K,92.86,0,,
TF-4RB421-F57W7900LDMV-30K,95.72,0,,
TF-4RB421-F57W7900LDMV-35K,95.72,0,,
TF-4RB421-F57W7900LDMV-40K,95.72,0,,
TF-4RB421-F57W7900LDMV-50K,95.72,0,,
TF-RFSFFR96L-J62W6600LDMV-30K,162.86,0,,
TF-RFSFFR96L-J62W6600LDMV-35K,162.86,0,,
TF-RFSFFR96L-J62W6600LDMV-40K,162.86,0,,
TF-RFSFFR96L-J62W6600LDMV-50K,162.86,0,,
TF-RFSFFR96L-Z114W12400LDMV-30K,208.6,0,,
TF-RFSFFR96L-Z114W12400LDMV-35K,208.6,0,,
TF-RFSFFR96L-Z114W12400LDMV-40K,208.6,0,,
TF-RFSFFR96L-Z114W12400LDMV-50K,208.6,0,,
TF-RFSFFR48L-J24W2600LDMV-30K,94.3,0,,
TF-RFSFFR48L-J24W2600LDMV-35K,94.3,0,,
TF-RFSFFR48L-J24W2600LDMV-40K,94.3,0,,
TF-RFSFFR48L-J24W2600LDMV-50K,94.3,0,,
TF-RFSFFR48L-J48W5400LDMV-30K,100,0,,
TF-RFSFFR48L-J48W5400LDMV-35K,100,0,,
TF-RFSFFR48L-J48W5400LDMV-40K,100,0,,
TF-RFSFFR48L-J48W5400LDMV-50K,100,0,,
TF-RFSFFR48L-Z57W6200LDMV-30K,105.72,0,,
TF-RFSFFR48L-Z57W6200LDMV-35K,105.72,0,,
TF-RFSFFR48L-Z57W6200LDMV-40K,105.72,0,,
TF-RFSFFR48L-Z57W6200LDMV-50K,105.72,0,,
TF-DFUCLL22L-F24W3000LDMV-30K,104.3,0,,
TF-DFUCLL22L-F24W3000LDMV-35K,104.3,0,,
TF-DFUCLL22L-F24W3000LDMV-40K,104.3,0,,
TF-DFUCLL22L-F24W3000LDMV-50K,104.3,0,,
TF-DFUCLL22L-F28W3350LDMV-30K,105.72,0,,
TF-DFUCLL22L-F28W3350LDMV-35K,105.72,0,,
TF-DFUCLL22L-F28W3350LDMV-40K,105.72,0,,
TF-DFUCLL22L-F28W3350LDMV-50K,105.72,0,,
TF-DFUCLL22L-F35W4300LDMV-30K,108.6,0,,
TF-DFUCLL22L-F35W4300LDMV-35K,108.6,0,,
TF-DFUCLL22L-F35W4300LDMV-40K,108.6,0,,
TF-DFUCLL22L-F35W4300LDMV-50K,108.6,0,,
TF-FSFFR96L-J62W6600LDMV40KWH,177.15,0,,
TF-FSFFR96L-Z114W12600LDMV40KWH,222.86,0,,
TF-FSFFR48L-J31W3400LDMV40KWH,104.3,0,,
TF-FSFFR48L-Z57W6300LDMV40KWH,124.3,0,,
TF-SSSTWFR48L-E48W6000LDMV-30K,257.15,0,,
TF-SSSTWFR48L-E48W6000LDMV-35K,257.15,0,,
TF-SSSTWFR48L-E48W6000LDMV-40K,257.15,0,,
TF-SSSTWFR48L-E48W6000LDMV-50K,257.15,0,,
TF-SSSTWFR48L-E57W6900LDMV-30K,275.72,0,,
TF-SSSTWFR48L-E57W6900LDMV-35K,275.72,0,,
TF-SSSTWFR48L-E57W6900LDMV-40K,275.72,0,,
TF-SSSTWFR48L-E57W6900LDMV-50K,275.72,0,,
TF-SSSTWFR24L-E15W2050LDMV-30K,204.3,0,,
TF-SSSTWFR24L-E15W2050LDMV-35K,204.3,0,,
TF-SSSTWFR24L-E15W2050LDMV-40K,204.3,0,,
TF-SSSTWFR24L-E15W2050LDMV-50K,204.3,0,,
TF-SSSTWFR24L-E24W3000LDMV-30K,221.43,0,,
TF-SSSTWFR24L-E24W3000LDMV-35K,221.43,0,,
TF-SSSTWFR24L-E24W3000LDMV-40K,221.43,0,,
TF-SSSTWFR24L-E24W3000LDMV-50K,221.43,0,,
TF-LWDFR48L-S30W2400LDMV-30KWH,220,0,,
TF-LWDFR48L-S30W2400LDMV-35KWH,220,0,,
TF-LWDFR48L-S30W2400LDMV-40KWH,220,0,,
TF-LWDFR48L-S30W2400LDMV-50KWH,220,0,,
TF-LWDFR48L-S48W3500LDMV-30KWH,225.72,0,,
TF-LWDFR48L-S48W3500LDMV-35KWH,225.72,0,,
TF-LWDFR48L-S48W3500LDMV-40KWH,225.72,0,,
TF-LWDFR48L-S48W3500LDMV-50KWH,225.72,0,,
TF-LWDFR48L-S57W4000LDMV-30KWH,231.43,0,,
TF-LWDFR48L-S57W4000LDMV-35KWH,231.43,0,,
TF-LWDFR48L-S57W4000LDMV-40KWH,231.43,0,,
TF-LWDFR48L-S57W4000LDMV-50KWH,231.43,0,,
TF-555A48L-F30W4100LDMV-30KWH,171.43,0,,
TF-555A48L-F30W4100LDMV-35KWH,171.43,0,,
TF-555A48L-F30W4100LDMV-40KWH,171.43,0,,
TF-555A48L-F30W4100LDMV-50KWH,171.43,0,,
TF-555A48L-F48W6000LDMV-30KWH,177.15,0,,
TF-555A48L-F48W6000LDMV-35KWH,177.15,0,,
TF-555A48L-F48W6000LDMV-40KWH,177.15,0,,
TF-555A48L-F48W6000LDMV-50KWH,177.15,0,,
TF-555A48L-F57W6900LDMV-30KWH,181.43,0,,
TF-555A48L-F57W6900LDMV-35KWH,181.43,0,,
TF-555A48L-F57W6900LDMV-40KWH,181.43,0,,
TF-555A48L-F57W6900LDMV-50KWH,181.43,0,,
TF-555A48L-H72W8800LDMV-30KWH,215.72,0,,
TF-555A48L-H72W8800LDMV-35KWH,215.72,0,,
TF-555A48L-H72W8800LDMV-40KWH,215.72,0,,
TF-555A48L-H72W8800LDMV-50KWH,215.72,0,,
TF-555A24L-F24W2900LDMV-30KWH,135.72,0,,
TF-555A24L-F24W2900LDMV-35KWH,135.72,0,,
TF-555A24L-F24W2900LDMV-40KWH,135.72,0,,
TF-555A24L-F24W2900LDMV-50KWH,135.72,0,,
TF-555A24L-F28W3200LDMV-30KWH,138.6,0,,
TF-555A24L-F28W3200LDMV-35KWH,138.6,0,,
TF-555A24L-F28W3200LDMV-40KWH,138.6,0,,
TF-555A24L-F28W3200LDMV-50KWH,138.6,0,,
TF-555A24L-F35W4000LDMV-30KWH,157.15,0,,
TF-555A24L-F35W4000LDMV-35KWH,157.15,0,,
TF-555A24L-F35W4000LDMV-40KWH,157.15,0,,
TF-555A24L-F35W4000LDMV-50KWH,157.15,0,,
TF-66WSF96L-R48W4800LDMV-30KWH,615.72,0,,
TF-66WSF96L-R48W4800LDMV-35KWH,615.72,0,,
TF-66WSF96L-R48W4800LDMV-40KWH,615.72,0,,
TF-66WSF96L-R48W4800LDMV-50KWH,615.72,0,,
TF-66WSF96L-R96W9600LDMV-30KWH,634.3,0,,
TF-66WSF96L-R96W9600LDMV-35KWH,634.3,0,,
TF-66WSF96L-R96W9600LDMV-40KWH,634.3,0,,
TF-66WSF96L-R96W9600LDMV-50KWH,634.3,0,,
TF-66WSF48L-R24W2400LDMV-30KWH,335.72,0,,
TF-66WSF48L-R24W2400LDMV-35KWH,335.72,0,,
TF-66WSF48L-R24W2400LDMV-40KWH,335.72,0,,
TF-66WSF48L-R24W2400LDMV-50KWH,335.72,0,,
TF-66WSF48L-R48W4800LDMV-30KWH,341.43,0,,
TF-66WSF48L-R48W4800LDMV-35KWH,341.43,0,,
TF-66WSF48L-R48W4800LDMV-40KWH,341.43,0,,
TF-66WSF48L-R48W4800LDMV-50KWH,341.43,0,,
TF-LPCMW48L-S40W4550LDMV-30K,194.3,0,,
TF-LPCMW48L-S40W4550LDMV-35K,194.3,0,,
TF-LPCMW48L-S40W4550LDMV-40K,194.3,0,,
TF-LPCMW48L-S40W4550LDMV-50K,194.3,0,,
TF-LPCMW48L-S48W5200LDMV-30K,202.86,0,,
TF-LPCMW48L-S48W5200LDMV-35K,202.86,0,,
TF-LPCMW48L-S48W5200LDMV-40K,202.86,0,,
TF-LPCMW48L-S48W5200LDMV-50K,202.86,0,,
TF-LPCMW48L-S57W6050LDMV-30K,205.72,0,,
TF-LPCMW48L-S57W6050LDMV-35K,205.72,0,,
TF-LPCMW48L-S57W6050LDMV-40K,205.72,0,,
TF-LPCMW48L-S57W6050LDMV-50K,205.72,0,,
TF-LPCMW24L-S20W2250LDMV-30K,162.86,0,,
TF-LPCMW24L-S20W2250LDMV-35K,162.86,0,,
TF-LPCMW24L-S20W2250LDMV-40K,162.86,0,,
TF-LPCMW24L-S20W2250LDMV-50K,162.86,0,,
TF-LPCMW24L-S24W2600LDMV-30K,167.15,0,,
TF-LPCMW24L-S24W2600LDMV-35K,167.15,0,,
TF-LPCMW24L-S24W2600LDMV-40K,167.15,0,,
TF-LPCMW24L-S24W2600LDMV-50K,167.15,0,,
TF-LPCMW24L-S28W3000LDMV-30K,170,0,,
TF-LPCMW24L-S28W3000LDMV-35K,170,0,,
TF-LPCMW24L-S28W3000LDMV-40K,170,0,,
TF-LPCMW24L-S28W3000LDMV-50K,170,0,,
TF-W4ASSF96L-R48W4800LDMV-30KWH,490,0,,
TF-W4ASSF96L-R48W4800LDMV-35KWH,490,0,,
TF-W4ASSF96L-R48W4800LDMV-40KWH,490,0,,
TF-W4ASSF96L-R48W4800LDMV-50KWH,490,0,,
TF-W4ASSF96L-R96W9600LDMV-30KWH,507.15,0,,
TF-W4ASSF96L-R96W9600LDMV-35KWH,507.15,0,,
TF-W4ASSF96L-R96W9600LDMV-40KWH,507.15,0,,
TF-W4ASSF96L-R96W9600LDMV-50KWH,507.15,0,,
TF-W4ASSF48L-R24W2400LDMV-30KWH,255.72,0,,
TF-W4ASSF48L-R24W2400LDMV-35KWH,255.72,0,,
TF-W4ASSF48L-R24W2400LDMV-40KWH,255.72,0,,
TF-W4ASSF48L-R24W2400LDMV-50KWH,255.72,0,,
TF-W4ASSF48L-R48W4800LDMV-30KWH,258.6,0,,
TF-W4ASSF48L-R48W4800LDMV-35KWH,258.6,0,,
TF-W4ASSF48L-R48W4800LDMV-40KWH,258.6,0,,
TF-W4ASSF48L-R48W4800LDMV-50KWH,258.6,0,,
TF-159A48L-S48W3900LDMV40K,188.6,0,,
TF-159A48L-S62W4700LDMV40K,194.3,0,,
TF-159A24L-S24W1900LDMV40K,157.15,0,,
TF-159A24L-S31W2300LDMV40K,165.72,0,,
TF-207FR448L-S65W8100LDMV-30K,192.86,0,,
TF-207FR448L-S65W8100LDMV-35K,192.86,0,,
TF-207FR448L-S65W8100LDMV-40K,192.86,0,,
TF-207FR448L-S65W8100LDMV-50K,192.86,0,,
TF-207FR448L-S97W11200LDMV-30K,225.72,0,,
TF-207FR448L-S97W11200LDMV-35K,225.72,0,,
TF-207FR448L-S97W11200LDMV-40K,225.72,0,,
TF-207FR448L-S97W11200LDMV-50K,225.72,0,,
TF-207FR248L-S32W4000LDMV-30K,127.15,0,,
TF-207FR248L-S32W4000LDMV-35K,127.15,0,,
TF-207FR248L-S32W4000LDMV-40K,127.15,0,,
TF-207FR248L-S32W4000LDMV-50K,127.15,0,,
TF-207FR248L-S48W5500LDMV-30K,131.43,0,,
TF-207FR248L-S48W5500LDMV-35K,131.43,0,,
TF-207FR248L-S48W5500LDMV-40K,131.43,0,,
TF-207FR248L-S48W5500LDMV-50K,131.43,0,,
TF-207FR248L-S57W6300LDMV-30K,135.72,0,,
TF-207FR248L-S57W6300LDMV-35K,135.72,0,,
TF-207FR248L-S57W6300LDMV-40K,135.72,0,,
TF-207FR248L-S57W6300LDMV-50K,135.72,0,,
TF-207FR224L-S24W2800LDMV-30K,101.43,0,,
TF-207FR224L-S24W2800LDMV-35K,101.43,0,,
TF-207FR224L-S24W2800LDMV-40K,101.43,0,,
TF-207FR224L-S24W2800LDMV-50K,101.43,0,,
TF-207FR224L-S30W3300LDMV-30K,108.6,0,,
TF-207FR224L-S30W3300LDMV-35K,108.6,0,,
TF-207FR224L-S30W3300LDMV-40K,108.6,0,,
TF-207FR224L-S30W3300LDMV-50K,108.6,0,,
TF-EWPLR96L-S48W5800LDMV-30K,272.86,0,,
TF-EWPLR96L-S48W5800LDMV-35K,272.86,0,,
TF-EWPLR96L-S48W5800LDMV-40K,272.86,0,,
TF-EWPLR96L-S48W5800LDMV-50K,272.86,0,,
TF-EWPLR96L-S65W8400LDMV-30K,322.86,0,,
TF-EWPLR96L-S65W8400LDMV-35K,322.86,0,,
TF-EWPLR96L-S65W8400LDMV-40K,322.86,0,,
TF-EWPLR96L-S65W8400LDMV-50K,322.86,0,,
TF-EWPLR96L-S97W11600LDMV-30K,327.15,0,,
TF-EWPLR96L-S97W11600LDMV-35K,327.15,0,,
TF-EWPLR96L-S97W11600LDMV-40K,327.15,0,,
TF-EWPLR96L-S97W11600LDMV-50K,327.15,0,,
TF-EWPLR48L-S32W4200LDMV-30K,168.6,0,,
TF-EWPLR48L-S32W4200LDMV-35K,168.6,0,,
TF-EWPLR48L-S32W4200LDMV-40K,168.6,0,,
TF-EWPLR48L-S32W4200LDMV-50K,168.6,0,,
TF-EWPLR48L-S48W5800LDMV-30K,172.86,0,,
TF-EWPLR48L-S48W5800LDMV-35K,172.86,0,,
TF-EWPLR48L-S48W5800LDMV-40K,172.86,0,,
TF-EWPLR48L-S48W5800LDMV-50K,172.86,0,,
TF-EWPLR48L-H72W8700LDMV-30K,225.72,0,,
TF-EWPLR48L-H72W8700LDMV-35K,225.72,0,,
TF-EWPLR48L-H72W8700LDMV-40K,225.72,0,,
TF-EWPLR48L-H72W8700LDMV-50K,225.72,0,,
TF-FHBFR96L-S97W11300LW30DMV-30K,450,0,,
TF-FHBFR96L-S97W11300LW30DMV-35K,450,0,,
TF-FHBFR96L-S97W11300LW30DMV-40K,450,0,,
TF-FHBFR96L-S97W11300LW30DMV-50K,450,0,,
TF-FHBFR96L-S114W12800LW30DMV-30K,458.6,0,,
TF-FHBFR96L-S114W12800LW30DMV-35K,458.6,0,,
TF-FHBFR96L-S114W12800LW30DMV-40K,458.6,0,,
TF-FHBFR96L-S114W12800LW30DMV-50K,458.6,0,,
TF-FHBFR48L-S32W4050LW30DMV-30K,245.72,0,,
TF-FHBFR48L-S32W4050LW30DMV-35K,245.72,0,,
TF-FHBFR48L-S32W4050LW30DMV-40K,245.72,0,,
TF-FHBFR48L-S32W4050LW30DMV-50K,245.72,0,,
TF-FHBFR48L-S48W5650LW30DMV-30K,248.6,0,,
TF-FHBFR48L-S48W5650LW30DMV-35K,248.6,0,,
TF-FHBFR48L-S48W5650LW30DMV-40K,248.6,0,,
TF-FHBFR48L-S48W5650LW30DMV-50K,248.6,0,,
TF-FHBFR48L-S57W6400LW30DMV-30K,258.6,0,,
TF-FHBFR48L-S57W6400LW30DMV-35K,258.6,0,,
TF-FHBFR48L-S57W6400LW30DMV-40K,258.6,0,,
TF-FHBFR48L-S57W6400LW30DMV-50K,258.6,0,,
TF-FHBFR48L-H72W8200LW30DMV-30K,308.6,0,,
TF-FHBFR48L-H72W8200LW30DMV-35K,308.6,0,,
TF-FHBFR48L-H72W8200LW30DMV-40K,308.6,0,,
TF-FHBFR48L-H72W8200LW30DMV-50K,308.6,0,,
TF-66PSF96L-R48W4800LDMV-30KWH-HC3015WWH,671.43,0,,
TF-66PSF96L-R48W4800LDMV-35KWH-HC3015WWH,671.43,0,,
TF-66PSF96L-R48W4800LDMV-40KWH-HC3015WWH,671.43,0,,
TF-66PSF96L-R48W4800LDMV-50KWH-HC3015WWH,671.43,0,,
TF-66PSF96L-R96W9600LDMV-30KWH-HC3015WWH,681.43,0,,
TF-66PSF96L-R96W9600LDMV-35KWH-HC3015WWH,681.43,0,,
TF-66PSF96L-R96W9600LDMV-40KWH-HC3015WWH,681.43,0,,
TF-66PSF96L-R96W9600LDMV-50KWH-HC3015WWH,681.43,0,,
TF-66PSF48L-R24W2400LDMV-30KWH-HC3015WWH,377.15,0,,
TF-66PSF48L-R24W2400LDMV-35KWH-HC3015WWH,377.15,0,,
TF-66PSF48L-R24W2400LDMV-40KWH-HC3015WWH,377.15,0,,
TF-66PSF48L-R24W2400LDMV-50KWH-HC3015WWH,377.15,0,,
TF-66PSF48L-R48W4800LDMV-30KWH-HC3015WWH,387.15,0,,
TF-66PSF48L-R48W4800LDMV-35KWH-HC3015WWH,387.15,0,,
TF-66PSF48L-R48W4800LDMV-40KWH-HC3015WWH,387.15,0,,
TF-66PSF48L-R48W4800LDMV-50KWH-HC3015WWH,387.15,0,,
TF-C96L-F70W9800LDMV-30K*,170,0,,
TF-C96L-F70W9800LDMV-35K*,170,0,,
TF-C96L-F70W9800LDMV-40K*,170,0,,
TF-C96L-F70W9800LDMV-50K*,170,0,,
TF-C96L-F97W13000LDMV-30K*,188.6,0,,
TF-C96L-F97W13000LDMV-35K*,188.6,0,,
TF-C96L-F97W13000LDMV-40K*,188.6,0,,
TF-C96L-F97W13000LDMV-50K*,188.6,0,,
TF-C96L-F118W15500LDMV-30K*,208.6,0,,
TF-C96L-F118W15500LDMV-35K*,208.6,0,,
TF-C96L-F118W15500LDMV-40K*,208.6,0,,
TF-C96L-F118W15500LDMV-50K*,208.6,0,,
TF-C48L-F35W4900LDMV-30K,94.3,0,,
TF-C48L-F35W4900LDMV-35K,94.3,0,,
TF-C48L-F35W4900LDMV-40K,94.3,0,,
TF-C48L-F35W4900LDMV-50K,94.3,0,,
TF-C48L-F48W6500LDMV-30K,102.86,0,,
TF-C48L-F48W6500LDMV-35K,102.86,0,,
TF-C48L-F48W6500LDMV-40K,102.86,0,,
TF-C48L-F48W6500LDMV-50K,102.86,0,,
TF-C48L-F57W7800LDMV-30K,112.86,0,,
