parent_sku,child_sku,"Finish Options"
WM-WMCS-UDL-MCT,WM-WMCS-UDL-MCT-BK-DT,Black
WM-WMCS-DL-MCT,WM-WMCS-DL-MCT-BR-DT,Bronze
WM-WMCS-DL-MCT,WM-WMCS-DL-MCT-BN-DT,"Brushed Nickel"
WM-WMCS-DL-MCT,WM-WMCS-DL-MCT-WH-DT,White
WM-WMCS-DL-MCT,WM-WMCS-DL-MCT-BK-DT,Black
WM-WMCL-UDL-MCT,WM-WMCL-UDL-MCT-BN,Bronze
WM-WMCL-UDL-MCT,WM-WMCL-UDL-MCT-BR,"Brushed Nickel"
WM-WMCL-UDL-MCT,WM-WMCL-UDL-MCT-WH,White
WM-WMCL-UDL-MCT,WM-WMCL-UDL-MCT-BK,Black
WM-WMC-UDL-MCT,WM-WMC-UDL-MCT-BR-DT,Bronze
WM-WMC-UDL-MCT,WM-WMC-UDL-MCT-BN-DT,"Brushed Nickel"
WM-WMC-UDL-MCT,WM-WMC-UDL-MCT-WH-DT,White
WM-WMC-UDL-MCT,WM-WMC-UDL-MCT-BK-DT,Black
WM-LFXPRO-LG-50-150W-MCTP,WM-LFXPRO-LG-50-150W-MCTP-DB,"Dark Bronze"
WM-LFXPRO-LG-50-150W-MCTP,WM-LFXPRO-LG-50-150W-MCTP-WH,White
WM-LFXPRO-LG-50-150W-MCTP,WM-LFXPRO-LG-50-150W-MCTP-BK,Black
WM-LFXPRO-XL-150-300W-MCTP,WM-LFXPRO-XL-150-300W-MCTP-DB,"Dark Bronze"
WM-LFXPRO-XL-150-300W-MCTP,WM-LFXPRO-XL-150-300W-MCTP-WH,White
WM-LFXPRO-XL-150-300W-MCTP,WM-LFXPRO-XL-150-300W-MCTP-BL,Black
WM-LFX-SM-10-30W-MCTP,WM-LFX-SM-10-30W-MCTP-KN,"Dark Bronze"
WM-LFX-SM-10-30W-MCTP,WM-LFX-SM-10-30W-MCTP-KN-WH,White
WM-LFX-MD-15-50W-MCTP,WM-LFX-MD-15-50W-MCTP-KN,"Dark Bronze"
WM-LFX-MD-15-50W-MCTP,WM-LFX-MD-15-50W-MCTP-KN-WH,White
WM-LRS-G-MCT-C90,WM-LRS-G-MCT-C90-BK,Black
WM-LRS-G-MCT-C90,WM-LRS-G-MCT-C90-WH,White
WM-LRS-G-MCT-C90,WM-LRS-G-MCT-C90-MGBR,"Marine Grade Bronze"
WM-LRS-H-MCT-C90,WM-LRS-H-MCT-C90-BK,Black
WM-LRS-H-MCT-C90,WM-LRS-H-MCT-C90-WH,White
WM-LRS-H-MCT-C90,WM-LRS-H-MCT-C90-MGBR,"Marine Grade Bronze"
WM-LRS-F-MCT-C90,WM-LRS-F-MCT-C90-BK,Black
WM-LRS-F-MCT-C90,WM-LRS-F-MCT-C90-WH,White
WM-LRS-F-MCT-C90,WM-LRS-F-MCT-C90-MGBR,"Marine Grade Bronze"
WM-LRS-E-MCT-C90,WM-LRS-E-MCT-C90-BK,Black
WM-LRS-E-MCT-C90,WM-LRS-E-MCT-C90-WH,White
WM-LRS-E-MCT-C90,WM-LRS-E-MCT-C90-MGBR,"Marine Grade Bronze"
WM-WMC2-DL-MCT-DT,WM-WMC2-DL-MCT-BR-DT,Bronze
WM-WMC2-DL-MCT-DT,WM-WMC2-DL-MCT-BN-DT,"Brushed Nickel"
WM-WMC2-DL-MCT-DT,WM-WMC2-DL-MCT-WH-DT,White
WM-WMC2-DL-MCT-DT,WM-WMC2-DL-MCT-BK-DT,Black
ILP-SWP-3L-U-CCTS,ILP-SWP-3L-U-CCTS-BRZ,Bronze
ILP-SWP-3L-U-CCTS,ILP-SWP-3L-U-CCTS-BLK,Black
ILP-SWP-3L-U-CCTS,ILP-SWP-3L-U-CCTS-SLV,Silver
ILP-SWP-3L-U-CCTS,ILP-SWP-3L-U-CCTS-WHT,White
ILP-SWP-5L-U-CCTS,ILP-SWP-5L-U-CCTS-BRZ,Bronze
ILP-SWP-5L-U-CCTS,ILP-SWP-5L-U-CCTS-BLK,Black
ILP-SWP-5L-U-CCTS,ILP-SWP-5L-U-CCTS-SLV,Silver
ILP-SWP-5L-U-CCTS,ILP-SWP-5L-U-CCTS-WHT,White
ILP-SWP-8L-U-CCTS,ILP-SWP-8L-U-CCTS-BRZ,Bronze
ILP-SWP-8L-U-CCTS,ILP-SWP-8L-U-CCTS-BLK,Black
ILP-SWP-8L-U-CCTS,ILP-SWP-8L-U-CCTS-SLV,Silver
ILP-SWP-8L-U-CCTS,ILP-SWP-8L-U-CCTS-WHT,White
ILP-SWP-10L-U-CCTS,ILP-SWP-10L-U-CCTS-BRZ,Bronze
ILP-SWP-10L-U-CCTS,ILP-SWP-10L-U-CCTS-BLK,Black
ILP-SWP-10L-U-CCTS,ILP-SWP-10L-U-CCTS-SLV,Silver
ILP-SWP-10L-U-CCTS,ILP-SWP-10L-U-CCTS-WHT,White
RP-4406-30,RP-4406-30-BA,"Brushed Aluminum"
RP-4406-30,RP-4406-30-OB,"Oil Rubbed Bronze"
RP-4406-30,RP-4406-30-BK,Black
RP-8920,RP-8920-BA,"Brushed Aluminum"
RP-8920,RP-8920-BK,Black
RP-8920,RP-8920-OB,"Oil Rubbed Bronze"
RP-8920,RP-8920-WH,White
RP-1046BN,RP-1046BN-BN,"Brushed Nickel"
RP-1046BN,RP-1046BN-WT,White
RP-4422,RP-4422BA-D,"Brushed Aluminum"
RP-4422,RP-4422BK-D,Black
RP-4422,RP-4422OB-D,"Oil-Rubbed Bronze"
RP-4314-1,RP-4314-1-30-BN,"Brushed Nickel"
RP-4314-1,RP-4314-1-30-OB,"Oil-Rubbed Bronze"
RP-4314-1,RP-4314-1-30-WH,White
RP-4313-1-30,RP-4313-1-30-BN,"Brushed Nickel"
RP-4313-1-30,RP-4313-1-30-OB,"Oil-Rubbed Bronze"
RP-4313-1-30,RP-4313-1-30-WH,White
RP-8503,RP-4503-30-BN,"Brushed Nickel"
RP-8503,RP-4503-30-WH,White
RP-4503-30,RP-4503-30-BR,"Brushed Nickel"
RP-4503-30,RP-4503-30-WHITE,White
RP-1046LED,RP-1046LED-BN-BN,"Brushed Nickel / Brushed Nickel"
RP-1046LED,RP-1046LED-BN-WT,"Brushed Nickel / Walnut"
RP-1046LED,RP-1046LED-OB-WT,"Oil-Rubbed Bronze / Walnut"
RP-1046LED,RP-1046LED-WW-WW,"White / White"
RP-4421,RP-4421BA-D,"Brushed Aluminum"
RP-4421,RP-4421BK-D,Black
RP-4421,RP-4421OB-D,"Oil-Rubbed Bronze"
RP-1RP88LED,RP-1RP88LED-BK,Black
RP-1RP88LED,RP-1RP88LED-BN,"Brushed Nickel"
RP-1RP88LED,RP-1RP88LED-OB,"Oil-Rubbed Bronze"
RP-1RP89LED,RP-1RP89LED-BK,Black
RP-1RP89LED,1RP89LED-BN,"Brushed Nickel"
RP-1RP89LED,1RP89LED-OB,"Oil-Rubbed Bronze"
RP-1RP89LED,1RP89LED-WW,White
WM-WMC2-UDL-MCT,WM-WMC2-UDL-MCT-BR-DT,Bronze
WM-WMC2-UDL-MCT,WM-WMC2-UDL-MCT-BN-DT,"Brushed Nickel"
WM-WMC2-UDL-MCT,WM-WMC2-UDL-MCT-WH-DT,White
WM-WMC2-UDL-MCT,WM-WMC2-UDL-MCT-BK-DT,Black
RP-1RP84,RP-1RP84BN-LED,"Brushed Nickel"
RP-1RP84,RP-1RP84OB-LED,"Oil-Rubbed Bronze"
RP-1RP84,RP-1RP84WW-LED,White
RP-1RP83,RP-1RP83BN-LED,"Brushed Nickel"
RP-1RP83,RP-1RP83OB-LED,"Oil-Rubbed Bronze"
RP-1RP83,RP-1RP83WH-LED,White
WM-WMC3-DL-MCT,WM-WMC3-DL-MCT-BR-DT,Bronze
WM-WMC3-DL-MCT,WM-WMC3-DL-MCT-BN-DT,"Brushed Nickel"
WM-WMC3-DL-MCT,WM-WMC3-DL-MCT-WH-DT,White
WM-WMC3-DL-MCT,WM-WMC3-DL-MCT-BK-DT,Black
RP-1RP69LED,RP-1RP69LED-BP,"Brushed Pewter"
RP-1RP69LED,RP-1RP69LED-MBK,"Matte Black"
RP-1RP69LED,RP-1RP69LED-OB,"Oil-Rubbed Bronze"
RP-1RP69LED,RP-1RP69LED-WH,White
RP-1RP32,RP-1RP32BK-LED,Black
RP-1RP32,RP-1RP32BN-LED,"Brushed Nickel"
RP-1RP32,RP-1RP32OB-LED,"Oil-Rubbed Bronze"
RP-1RP32,RP-1RP32WW-LED,White
WM-WMC3-UDL-MCT,WM-WMC3-UDL-MCT-BR-DT,Bronze
WM-WMC3-UDL-MCT,WM-WMC3-UDL-MCT-BN-DT,"Brushed Nickel"
WM-WMC3-UDL-MCT,WM-WMC3-UDL-MCT-WH-DT,White
WM-WMC3-UDL-MCT,WM-WMC3-UDL-MCT-BK-DT,Black
RP-1RP31,RP-1RP31BN-LED,"Brushed Nickel"
RP-1RP31,RP-1RP31OB-LED,"Oil-Rubbed Bronze"
RP-1RP31,RP-1RP31WW-LED,White
WM-WMCL-DL-MCT,WM-WMCL-DL-MCT-BR,Bronze
WM-WMCL-DL-MCT,WM-WMCL-DL-MCT-BN,"Brushed Nickel"
WM-WMCL-DL-MCT,WM-WMCL-DL-MCT-WH,White
WM-WMCL-DL-MCT,WM-WMCL-DL-MCT-BK,Black
RP-8821-1,RP-8821-1-BN-3K,"Brushed Nickel"
RP-8821-1,RP-8821-1-OB-3K,"Oil-Rubbed Bronze"
RP-8821-1,RP-8821-1-WH-3K,White
RP-8822-1,RP-8822-1-BN-3K,"Brushed Nickel"
RP-8822-1,RP-8822-1-OB-3K,"Oil-Rubbed Bronze"
RP-8822-1,RP-8822-1-WH-3K,White
RP-8771,RP-8771BN-90-3K-D,"Brushed Nickel"
RP-8771,RP-8771OB-90-3K-D,"Oil-Rubbed Bronze"
RP-8768,RP-8768BN-D,"Brushed Nickel"
RP-8768,RP-8768OB-D,"Oil-Rubbed Bronze"
RP-8768,RP-8768WH-D,White
WM-LCFC-MCT5,WM-LCFC-MCT5-WH,White
WM-LCFC-MCT5,WM-LCFC-MCT5-BK,Black
WM-LCFD-MCT5,WM-LCFD-MCT5-WH,White
WM-LCFD-MCT5,WM-LCFD-MCT5-BK,Black
WM-WMC8-DL-MCT,WM-WMC8-DL-MCT-BR-D,Bronze
WM-WMC8-DL-MCT,WM-WMC8-DL-MCT-BN-D,"Brushed Nickel"
WM-WMC8-DL-MCT,WM-WMC8-DL-MCT-WH-D,White
WM-WMC8-DL-MCT,WM-WMC8-DL-MCT-BK-D,Black
WM-WMC8-UDL-MCT,WM-WMC8-UDL-MCT-BR-D,Bronze
WM-WMC8-UDL-MCT,WM-WMC8-UDL-MCT-BN-D,"Brushed Nickel"
WM-WMC8-UDL-MCT,WM-WMC8-UDL-MCT-WH-D,White
WM-WMC8-UDL-MCT,WM-WMC8-UDL-MCT-BK-D,Black
WM-ELN4X-12-15W,WM-ELN4X-12-15W-B,Black
WM-ELN4X-12-15W,WM-ELN4X-12-15W-W,White
WM-ELN4X-12-36W,WM-ELN4X-12-36W-B,Black
WM-ELN4X-12-36W,WM-ELN4X-12-36W-W,White
WM-ELN4X-12-54W,WM-ELN4X-12-54W-B,Black
WM-ELN4X-12-54W,WM-ELN4X-12-54W-W,White
WM-ELN4X-6-15W,WM-ELN4X-6-15W-B,Black
WM-ELN4X-6-15W,WM-ELN4X-6-15W-W,White
WM-ELN4X-6-36W,WM-ELN4X-6-36W-B,Black
WM-ELN4X-6-36W,WM-ELN4X-6-36W-W,White
WM-ELN4X-6-54W,WM-ELN4X-6-54W-B,Black
WM-ELN4X-6-54W,WM-ELN4X-6-54W-W,White
WM-LDSXL-MCT-DD,WM-LDSXL-MCT-DD-ORB,"Oil-Rubbed Bronze"
WM-LDSXL-MCT-DD,WM-LDSXL-MCT-DD-SIL,Silver
RP-4347-11,RP-4347-WH-11-3K,White
RP-4347-11,RP-4347-OB-11-3K,"Oil Rubbed Bronze"
RP-4347-11,RP-4347-BN-11-3K,"Brushed Nickel"
RP-4347-13,RP-4347-WH-13-3K,White
RP-4347-13,RP-4347-OB-13-3K,"Oil Rubbed Bronze"
RP-4347-13,RP-4347-BN-13-3K,"Brushed Nickel"
GL-DCF-14-17-120D-930,GL-DCF-14-17-120D-930-NS,"Satin Nickel"
GL-DCF-14-17-120D-930,GL-DCF-14-17-120D-930-ORB,"Oil Rubbed Bronze"
GL-RDL-7-15-120D,GL-RDL-7-15-120D-930-WH,White
GL-RDL-7-15-120D,GL-RDL-7-15-120D-930-BN,"Brushed Nickel"
GL-RDL-7-15-120D,GL-RDL-7-15-120D-930-BL,Black
WM-XT-WP,WM-XT-WP-RG-EM,Red
WM-XT-WP,WM-XT-WP-GG-EM,Green
WM-XTSL,WM-XTSL-GW,Green
WM-XTSL,WM-XTSL-RW,Red
WM-XTSL-CL,WM-XTSL-CL-GW,Red
WM-XTSL-CL,WM-XTSL-CL-RW,Green
WM-XT-CWP,WM-XT-CWP-GG-EM,Red
WM-XT-CWP,WM-XT-CWP-RG-EM,Green
WM-AA-145,WM-AA-145-BR,Bronze
WM-AA-145,WM-AA-145-BK,Black
WM-AA-146,WM-AA-146-BR,Bronze
WM-AA-146,WM-AA-146-BK,Black
WM-AD-003,WM-AD-003-SIL,Silver
WM-AD-003,WM-AD-003-BR,Bronze
WM-AD-003,WM-AD-003-BK,Black
WM-AD-131,WM-AD-131-BK,Black
WM-AD-131,WM-AD-131-BR,Bronze
WM-AD-192,WM-AD-192-BK,Black
WM-AD-192,WM-AD-192-BR,Bronze
WM-AS-158,WM-AS-158-BK,Black
WM-AS-158,WM-AS-158-BR,Bronze
WM-AS-159,WM-AS-159-BK,Black
WM-AS-159,WM-AS-159-BR,Bronze
WM-CMC2L-MCT-DT,WM-CMC2L-MCT-DT-BK,Black
WM-CMC2L-MCT-DT,WM-CMC2L-MCT-DT-WH,White
WM-CMC2-MCT-DT,WM-CMC2-MCT-DT-BK,Black
WM-CMC2-MCT-DT,WM-CMC2-MCT-DT-WH,White
LLL-LL3G-DTW,LLL-LL3G-32K-WH-DTW,White
LLL-LL3G-DTW,LLL-LL3G-32K-BK-DTW,Black
LLL-LL3G-DTW,LLL-LL3G-32K-BN-DTW,"Brushed Nickel"
LLL-LRG3-DTW,LLL-LRG3-32K-WH-DTW,White
LLL-LRG3-DTW,LLL-LRG3-32K-BK-DTW,Black
LLL-LRG3-5CCT,LLL-LRG3-5CCT-WH,White
LLL-LRG3-5CCT,LLL-LRG3-5CCT-BK,Black
LLL-LSG3-DTW,LLL-LSG3-32K-WH-DTW,White
LLL-LSG3-DTW,LLL-LSG3-32K-BK-DTW,Black
LLL-LSG3-5CCT,LLL-LSG3-5CCT-WH,White
LLL-LSG3-5CCT,LLL-LSG3-5CCT-BK,Black
LLL-LL4G-5CCT,LLL-LL4G-5CCT-WH,White
LLL-LL4G-5CCT,LLL-LL4G-5CCT-BK,Black
LLL-LL4G-5CCT,LLL-LL4G-5CCT-BN,"Brush Nickel"
BL-HPEM,BL-HPEM-W,White
BL-HPEM,BL-HPEM-B,Black
WM-CMC2-HCDK,WM-CMC2-HCDK-AG,"Anodized Gold"
WM-CMC2-HCDK,WM-CMC2-HCDK-BK,Black
WM-CMC4-MCTP-DD,WM-CMC4-MCTP-DD-BK,Black
WM-CMC4-MCTP-DD,WM-CMC4-MCTP-DD-WH,White
WM-CMC6-MCTP-DD,WM-CMC6-MCTP-DD-BK,Black
WM-CMC6-MCTP-DD,WM-CMC6-MCTP-DD-WH,White
WM-DBEL-ACEM,WM-DBEL-ACEM-WH-SDT,White
WM-DBEL-ACEM,WM-DBEL-ACEM-BL-SDT,Black
WM-DBEL-ACEM,WM-DBEL-ACEM-BR-SDT,Bronze
WM-DBEL-ACEM,WM-DBEL-ACEM-N-SDT,Nickel
WM-FMD-11-MCT5,WM-FMD-11-MCT5-WH,White
WM-FMD-11-MCT5,WM-FMD-11-MCT5-ORB,"Oil Rubbed Bronze"
WM-FMD-11-MCT5,WM-FMD-11-MCT5-BN,"Brushed Nickel"
WM-AD-102,WM-AD-102-BK,Black
WM-AD-102,WM-AD-102-BR,Bronze
WM-WMCS5-UDL-MCT,WM-WMCS5-UDL-MCT-BK-DD,Black
WM-WMCS5-UDL-MCT,WM-WMCS5-UDL-MCT-BN-DD,"Brushed Nickel"
WM-WMCS5-UDL-MCT,WM-WMCS5-UDL-MCT-BR-DD,Bronze
WM-WMCS5-UDL-MCT,WM-WMCS5-UDL-MCT-WH-DD,White
WM-WMCS5-DL-MCT,WM-WMCS5-DL-MCT-BK-DD,Black
WM-WMCS5-DL-MCT,WM-WMCS5-DL-MCT-BN-DD,"Brushed Nickel"
WM-WMCS5-DL-MCT,WM-WMCS5-DL-MCT-BR-DD,Bronze
WM-WMCS5-DL-MCT,WM-WMCS5-DL-MCT-WH-DD,White
WM-WL-181,WM-WL-181-BK,Black
WM-WL-181,WM-WL-181-BR,Bronze
WM-WL-181,WM-WL-181-BZ,"Antique Bronze"
WM-UW-125,WM-UW-125-BS,"Cast Brass"
WM-UW-125,WM-UW-125-SS,"Stainless Steel"
WM-UCA-12,WM-UCA-12-BRZ,Bronze
WM-UCA-12,WM-UCA-12-WHT,White
WM-UCA-16,WM-UCA-16-BRZ,Bronze
WM-UCA-16,WM-UCA-16-WHT,White
WM-UCA-21,WM-UCA-21-BRZ,Bronze
WM-UCA-21,WM-UCA-21-WHT,White
WM-UCA-24,WM-UCA-24-BRZ,Bronze
WM-UCA-24,WM-UCA-24-WHT,White
WM-UCA-33,WM-UCA-33-BRZ,Bronze
WM-UCA-33,WM-UCA-33-WHT,White
WM-UCA-8,WM-UCA-8-BRZ,Bronze
WM-UCA-8,WM-UCA-8-WHT,White
TF-TADP11X19LD15D120,TF-TADP11X19LD15D120-30KA17A07,White
TF-TADP11X19LD15D120,TF-TADP11X19LD15D120-30KA17A17,"Dark Gray"
TF-TADP14X27LD28D120,TF-TADP14X27LD28D120-30KA17A07,White
TF-TADP14X27LD28D120,TF-TADP14X27LD28D120-30KA17A17,"Dark Gray"
TF-TADP18X34LD40D120,TF-TADP18X34LD40D120-30KA17A07,White
TF-TADP18X34LD40D120,TF-TADP18X34LD40D120-30KA17A17,"Dark Gray"
TF-SAP34D27DMV-C,TF-SAP34D27DMVBK30KA17-C,"Black - Dark Gray"
TF-SAP34D27DMV-C,TF-SAP34D27DMVBN30KA17-C,"Brushed Nickel - Dark Gray"
TF-SAP44D27DMV-T,TF-SAP44D27DMVBK30KA17-T,"Black - Dark Gray"
TF-SAP44D27DMV-T,TF-SAP44D27DMVBN30KA17-T,"Brushed Nickel - Dark Gray"
WM-DLS6-30K-B,WM-DLS6-30K-BN,"Brushed Nickel"
WM-DLS6-30K-B,WM-DLS6-30K-BR,Bronze
WM-CRLC6-40W-MCTP-A,WM-CRLC6-40W-MCTP-A-D,Haze
WM-CRLC6-40W-MCTP-A,WM-CRLC6-40W-MCTP-A-D-WH,White
SW-SWX-101-D,SW-SWX-101-D-WH,White
SW-SWX-101-D,SW-SWX-101-D-IV,Ivory
SW-SWX-101-D,SW-SWX-101-D-LA,"Light Almond"
SW-SWX-101-D,SW-SWX-101-D-GY,Gray
SW-SWX-101-D,SW-SWX-101-D-BK,Black
SW-SWX-101-D,SW-SWX-101-D-RD,Red
SW-SWX-103-D,SW-SWX-103-D-WH,White
SW-SWX-103-D,SW-SWX-103-D-IV,Ivory
SW-SWX-103-D,SW-SWX-103-D-LA,"Light Almond"
SW-SWX-103-D,SW-SWX-103-D-GY,Gray
SW-SWX-103-D,SW-SWX-103-D-BK,Black
SW-SWX-103-D,SW-SWX-103-D-RD,Red
WM-CRLC4-40W-MCTP,WM-CRLC4-40W-MCTP-D,Haze
WM-CRLC4-40W-MCTP,WM-CRLC4-40W-MCTP-D-WH,White
SW-SWX-111-D,SW-SWX-111-D-WH,White
SW-SWX-111-D,SW-SWX-111-D-IV,Ivory
SW-SWX-111-D,SW-SWX-111-D-LA,"Light Almond"
SW-SWX-111-D,SW-SWX-111-D-GY,Gray
SW-SWX-111-D,SW-SWX-111-D-BK,Black
SW-SWX-111-D,SW-SWX-111-D-RD,Red
SW-SWX-113-D,SW-SWX-113-D-WH,White
SW-SWX-113-D,SW-SWX-113-D-IV,Ivory
SW-SWX-113-D,SW-SWX-113-D-LA,"Light Almond"
SW-SWX-113-D,SW-SWX-113-D-GY,Gray
SW-SWX-113-D,SW-SWX-113-D-BK,Black
SW-SWX-113-D,SW-SWX-113-D-RD,Red
SW-SWX-121-D,SW-SWX-121-D-WH,White
SW-SWX-121-D,SW-SWX-121-D-IV,Ivory
SW-SWX-121-D,SW-SWX-121-D-LA,"Light Almond"
SW-SWX-121-D,SW-SWX-121-D-GY,Gray
SW-SWX-121-D,SW-SWX-121-D-BK,Black
SW-SWX-121-D,SW-SWX-121-D-RD,Red
SW-SWX-123-D,SW-SWX-123-D-WH,White
SW-SWX-123-D,SW-SWX-123-D-IV,Ivory
SW-SWX-123-D,SW-SWX-123-D-LA,"Light Almond"
SW-SWX-123-D,SW-SWX-123-D-GY,Gray
SW-SWX-123-D,SW-SWX-123-D-BK,Black
SW-SWX-123-D,SW-SWX-123-D-RD,Red
SW-SWX-131-D,SW-SWX-131-D-WH,White
SW-SWX-131-D,SW-SWX-131-D-IV,Ivory
SW-SWX-131-D,SW-SWX-131-D-LI,"Light Almond"
SW-SWX-131-D,SW-SWX-131-D-GR,Gray
SW-SWX-131-D,SW-SWX-131-D-BL,Black
SW-SWX-131-D,SW-SWX-131-D-RE,Red
SW-SWX-133-D,SW-SWX-133-D-WH,White
SW-SWX-133-D,SW-SWX-133-D-IV,Ivory
SW-SWX-133-D,SW-SWX-133-D-LA,"Light Almond"
SW-SWX-133-D,SW-SWX-133-D-GY,Gray
SW-SWX-133-D,SW-SWX-133-D-BK,Black
SW-SWX-133-D,SW-SWX-133-D-RD,Red
SW-SWX-232,SW-SWX-232-2,None
SW-SWX-232,SW-SWX-232-2-D,"Daylight Harvesting (0-10V)"
SW-SWX-111-1-D,SW-SWX-111-1-D-WH,White
SW-SWX-111-1-D,SW-SWX-111-1-D-IV,Ivory
SW-SWX-111-1-D,SW-SWX-111-1-D-LA,"Light Almond"
SW-SWX-111-1-D,SW-SWX-111-1-D-GY,Gray
SW-SWX-111-1-D,SW-SWX-111-1-D-BK,Black
SW-SWX-111-1-D,SW-SWX-111-1-D-RD,Red
SW-SWX-101,SW-SWX-101-WH,White
SW-SWX-101,SW-SWX-101-IV,Ivory
SW-SWX-101,SW-SWX-101-LA,"Light Almond"
SW-SWX-101,SW-SWX-101-GY,Gray
SW-SWX-101,SW-SWX-101-BK,Black
SW-SWX-101,SW-SWX-101-RD,Red
SW-SWX-111,SW-SWX-111-WH,White
SW-SWX-111,SW-SWX-111-IV,Ivory
SW-SWX-111,SW-SWX-111-LA,"Light Almond"
SW-SWX-111,SW-SWX-111-GY,Gray
SW-SWX-111,SW-SWX-111-BK,Black
SW-SWX-111,SW-SWX-111-RD,Red
SW-SWX-103-1,SW-SWX-103-1-WH,White
SW-SWX-103-1,SW-SWX-103-1-IV,Ivory
SW-SWX-103-1,SW-SWX-103-1-LA,"Light Almond"
SW-SWX-103-1,SW-SWX-103-1-GY,Gray
SW-SWX-103-1,SW-SWX-103-1-BK,Black
SW-SWX-103-1,SW-SWX-103-1-RD,Red
SW-SWX-111-1,SW-SWX-111-1-WH,White
SW-SWX-111-1,SW-SWX-111-1-IV,Ivory
SW-SWX-111-1,SW-SWX-111-1-LA,"Light Almond"
SW-SWX-111-1,SW-SWX-111-1-GY,Gray
SW-SWX-111-1,SW-SWX-111-1-BK,Black
SW-SWX-111-1,SW-SWX-111-1-RD,Red
SW-SWX-823,SW-SWX-823-WH,White
SW-SWX-823,SW-SWX-823-IV,Ivory
SW-SWX-823,SW-SWX-823-LA,"Light Almond"
SW-SWX-823,SW-SWX-823-GY,Gray
SW-SWX-823,SW-SWX-823-RD,Red
SW-SWX-823,SW-SWX-823-BK,Black
SW-SWX-801,SW-SWX-801-WH,White
SW-SWX-801,SW-SWX-801-IV,Ivory
SW-SWX-801,SW-SWX-801-LA,"Light Almond"
SW-SWX-801,SW-SWX-801-GY,Gray
SW-SWX-801,SW-SWX-801-BK,Black
SW-SWX-801,SW-SWX-801-RD,Red
WM-DBEL-ACEM-,WM-DBEL-ACEM-WH-SDT-CW,White
WM-DBEL-ACEM-,WM-DBEL-ACEM-BK-SDT-CW,Black
WM-DBEL-ACEM-,WM-DBEL-ACEM-BR-SDT-CW,"Dark Bronze"
WM-DBEL-ACEM-,WM-DBEL-ACEM-N-SDT-CW,Nickel
SW-SWX-123-1,SW-SWX-123-1-WH,White
SW-SWX-123-1,SW-SWX-123-1-IV,Ivory
SW-SWX-123-1,SW-SWX-123-1-LA,"Light Almond"
SW-SWX-123-1,SW-SWX-123-1-GY,Gray
SW-SWX-123-1,SW-SWX-123-1-RD,Red
SW-SWX-123-1,SW-SWX-123-1-BK,Black
SW-SWX-131-1,SW-SWX-131-1-WH,White
SW-SWX-131-1,SW-SWX-131-1-IV,Ivory
SW-SWX-131-1,SW-SWX-131-1-LA,"Light Almond"
SW-SWX-131-1,SW-SWX-131-1-GY,Gray
SW-SWX-131-1,SW-SWX-131-1-BK,Black
SW-SWX-131-1,SW-SWX-131-1-RD,Red
SW-SWX-112,SW-SWX-112-WH,White
SW-SWX-112,SW-SWX-112-IV,Ivory
SW-SWX-112,SW-SWX-112-LA,"Light Almond"
SW-SWX-112,SW-SWX-112-GY,Gray
SW-SWX-112,SW-SWX-112-BK,Black
SW-SWX-112,SW-SWX-112-RD,Red
SW-SWX-122,SW-SWX-122-WH,White
SW-SWX-122,SW-SWX-122-IV,Ivory
SW-SWX-122,SW-SWX-122-LA,"Light Almond"
SW-SWX-122,SW-SWX-122-GY,Gray
SW-SWX-122,SW-SWX-122-BK,Black
SW-SWX-122,SW-SWX-122-RD,Red
SW-SWX-123,SW-SWX-123-WH,White
SW-SWX-123,SW-SWX-123-IV,Ivory
SW-SWX-123,SW-SWX-123-LA,"Light Almond"
SW-SWX-123,SW-SWX-123-GY,Gray
SW-SWX-123,SW-SWX-123-BK,Black
SW-SWX-123,SW-SWX-123-RD,Red
SW-SWX-131,SW-SWX-131-WH,White
SW-SWX-131,SW-SWX-131-IV,Ivory
SW-SWX-131,SW-SWX-131-LA,"Light Almond"
SW-SWX-131,SW-SWX-131-GY,Gray
SW-SWX-131,SW-SWX-131-BK,Black
SW-SWX-131,SW-SWX-131-RD,Red
SW-SWX-132,SW-SWX-132-WH,White
SW-SWX-132,SW-SWX-132-IV,Ivory
SW-SWX-132,SW-SWX-132-LA,"Light Almond"
SW-SWX-132,SW-SWX-132-GY,Gray
SW-SWX-132,SW-SWX-132-BK,Black
SW-SWX-132,SW-SWX-132-RD,Red
SW-SWX-133,SW-SWX-133-WH,White
SW-SWX-133,SW-SWX-133-IV,Ivory
SW-SWX-133,SW-SWX-133-LA,"Light Almond"
SW-SWX-133,SW-SWX-133-GY,Gray
SW-SWX-133,SW-SWX-133-BK,Black
SW-SWX-133,SW-SWX-133-RD,Red
SW-SWX-123-1-D,SW-SWX-123-1-D-WH,White
SW-SWX-123-1-D,SW-SWX-123-1-D-IV,Ivory
SW-SWX-123-1-D,SW-SWX-123-1-D-LA,"Light Almond"
SW-SWX-123-1-D,SW-SWX-123-1-D-GY,Gray
SW-SWX-123-1-D,SW-SWX-123-1-D-BK,Black
SW-SWX-123-1-D,SW-SWX-123-1-D-RD,Red
SW-SWX-131-1-D,SW-SWX-131-1-D-WH,White
SW-SWX-131-1-D,SW-SWX-131-1-D-IV,Ivory
SW-SWX-131-1-D,SW-SWX-131-1-D-LA,"Light Almond"
SW-SWX-131-1-D,SW-SWX-131-1-D-GY,Gray
